resident_id,age_band,gender,region,planning_area
RESIDENT_01138,18-29,M,North-East,Sengkang
RESIDENT_01139,50-59,F,East,Bedok
RESIDENT_01140,50-59,M,North-East,Sengkang
RESIDENT_01141,18-29,F,East,Tampines
RESIDENT_01142,50-59,F,North-East,Hougang
RESIDENT_01143,60-69,F,West,Jurong West
RESIDENT_01144,30-39,M,North-East,Punggol
RESIDENT_01145,18-29,F,West,Jurong West
RESIDENT_01146,18-29,M,North,Woodlands
RESIDENT_01147,50-59,F,East,Tampines
RESIDENT_01148,18-29,M,Central,Bishan
RESIDENT_01149,18-29,F,Central,Bishan
RESIDENT_01150,50-59,M,North-East,Sengkang
RESIDENT_01151,50-59,M,East,Tampines
RESIDENT_01152,50-59,F,West,Bukit Batok
RESIDENT_01153,30-39,F,North,Sembawang
RESIDENT_01154,70+,F,Central,Bukit Merah
RESIDENT_01155,30-39,F,West,Clementi
RESIDENT_01156,60-69,M,Central,Toa Payoh
RESIDENT_01157,18-29,M,Central,Toa Payoh
RESIDENT_01158,30-39,M,North,Woodlands
RESIDENT_01159,30-39,F,West,Clementi
RESIDENT_01160,60-69,M,Central,Bukit Merah
RESIDENT_01161,30-39,M,North-East,Hougang
RESIDENT_01162,30-39,F,North,Sembawang
RESIDENT_01163,60-69,F,North-East,Punggol
RESIDENT_01164,60-69,F,Central,Bishan
RESIDENT_01165,40-49,F,East,Tampines
RESIDENT_01166,70+,F,North,Yishun
RESIDENT_01167,18-29,F,West,Jurong West
RESIDENT_01168,40-49,M,North-East,Hougang
RESIDENT_01169,70+,F,West,Jurong West
RESIDENT_01170,60-69,F,North-East,Sengkang
RESIDENT_01171,18-29,M,North,Sembawang
RESIDENT_01172,30-39,F,East,Pasir Ris
RESIDENT_01173,40-49,F,Central,Bishan
RESIDENT_01174,40-49,M,Central,Toa Payoh
RESIDENT_01175,40-49,F,North-East,Sengkang
RESIDENT_01176,70+,F,North-East,Punggol
RESIDENT_01177,18-29,M,Central,Bishan
RESIDENT_01178,50-59,F,West,Clementi
RESIDENT_01179,30-39,M,North-East,Sengkang
RESIDENT_01180,40-49,M,Central,Bukit Merah
RESIDENT_01181,60-69,F,North-East,Sengkang
RESIDENT_01182,40-49,M,Central,Bishan
RESIDENT_01183,40-49,F,North,Yishun
RESIDENT_01184,50-59,F,West,Jurong West
RESIDENT_01185,18-29,M,West,Bukit Batok
RESIDENT_01186,60-69,F,East,Tampines
RESIDENT_01187,50-59,M,West,Jurong West
RESIDENT_01188,40-49,F,North,Yishun
RESIDENT_01189,60-69,M,West,Bukit Batok
RESIDENT_01190,60-69,M,East,Bedok
RESIDENT_01191,30-39,F,East,Bedok
RESIDENT_01192,50-59,M,Central,Bishan
RESIDENT_01193,70+,F,West,Clementi
RESIDENT_01194,40-49,M,East,Tampines
RESIDENT_01195,30-39,F,North,Woodlands
RESIDENT_01196,40-49,M,North,Sembawang
RESIDENT_01197,50-59,M,North-East,Punggol
RESIDENT_01198,60-69,M,East,Bedok
RESIDENT_01199,40-49,M,East,Bedok
RESIDENT_01200,40-49,F,North,Sembawang
RESIDENT_01201,30-39,F,North,Sembawang
RESIDENT_01202,30-39,F,East,Tampines
RESIDENT_01203,30-39,F,North-East,Hougang
RESIDENT_01204,70+,F,North,Yishun
RESIDENT_01205,40-49,F,East,Bedok
RESIDENT_01206,70+,M,East,Bedok
RESIDENT_01207,30-39,M,West,Clementi
RESIDENT_01208,60-69,M,East,Tampines
RESIDENT_01209,70+,F,North-East,Sengkang
RESIDENT_01210,18-29,F,North,Yishun
RESIDENT_01211,18-29,F,North,Sembawang
RESIDENT_01212,30-39,F,North,Sembawang
RESIDENT_01213,70+,M,Central,Bishan
RESIDENT_01214,50-59,F,West,Bukit Batok
RESIDENT_01215,50-59,M,East,Tampines
RESIDENT_01216,30-39,M,Central,Toa Payoh
RESIDENT_01217,30-39,M,Central,Bukit Merah
RESIDENT_01218,30-39,M,North,Sembawang
RESIDENT_01219,50-59,F,West,Jurong West
RESIDENT_01220,70+,F,West,Bukit Batok
RESIDENT_01221,18-29,M,Central,Toa Payoh
RESIDENT_01222,50-59,F,North-East,Hougang
RESIDENT_01223,40-49,F,North,Yishun
RESIDENT_01224,40-49,M,North,Woodlands
RESIDENT_01225,30-39,M,East,Bedok
RESIDENT_01226,30-39,F,North-East,Hougang
RESIDENT_01227,70+,F,North-East,Sengkang
RESIDENT_01228,40-49,M,West,Clementi
RESIDENT_01229,40-49,F,Central,Toa Payoh
RESIDENT_01230,18-29,M,Central,Bukit Merah
RESIDENT_01231,18-29,M,East,Tampines
RESIDENT_01232,30-39,F,Central,Bukit Merah
RESIDENT_01233,50-59,F,Central,Bukit Merah
RESIDENT_01234,30-39,M,North,Woodlands
RESIDENT_01235,60-69,F,North,Woodlands
RESIDENT_01236,60-69,M,North,Yishun
RESIDENT_01237,30-39,F,East,Bedok
RESIDENT_01238,50-59,F,West,Clementi
RESIDENT_01239,60-69,F,Central,Toa Payoh
RESIDENT_01240,18-29,M,North,Sembawang
RESIDENT_01241,50-59,F,East,Pasir Ris
RESIDENT_01242,18-29,F,East,Pasir Ris
RESIDENT_01243,30-39,F,East,Tampines
RESIDENT_01244,18-29,M,Central,Toa Payoh
RESIDENT_01245,18-29,F,Central,Toa Payoh
RESIDENT_01246,18-29,F,Central,Bishan
RESIDENT_01247,30-39,F,West,Jurong West
RESIDENT_01248,18-29,M,Central,Bukit Merah
RESIDENT_01249,60-69,F,East,Pasir Ris
RESIDENT_01250,60-69,F,Central,Bukit Merah
RESIDENT_01251,30-39,F,North,Sembawang
RESIDENT_01252,60-69,M,West,Clementi
RESIDENT_01253,50-59,F,North-East,Hougang
RESIDENT_01254,40-49,F,North-East,Punggol
RESIDENT_01255,40-49,F,Central,Toa Payoh
RESIDENT_01256,40-49,F,North,Woodlands
RESIDENT_01257,40-49,M,Central,Bukit Merah
RESIDENT_01258,30-39,M,North-East,Punggol
RESIDENT_01259,60-69,M,East,Pasir Ris
RESIDENT_01260,70+,M,Central,Bukit Merah
RESIDENT_01261,40-49,F,North-East,Hougang
RESIDENT_01262,50-59,F,North-East,Sengkang
RESIDENT_01263,70+,M,North,Woodlands
RESIDENT_01264,30-39,M,Central,Bukit Merah
RESIDENT_01265,50-59,M,West,Clementi
RESIDENT_01266,40-49,F,North-East,Punggol
RESIDENT_01267,40-49,F,North,Sembawang
RESIDENT_01268,50-59,F,Central,Toa Payoh
RESIDENT_01269,40-49,M,East,Bedok
RESIDENT_01270,50-59,M,Central,Toa Payoh
RESIDENT_01271,40-49,M,North-East,Sengkang
RESIDENT_01272,18-29,F,West,Clementi
RESIDENT_01273,30-39,M,North-East,Punggol
RESIDENT_01274,30-39,M,Central,Bukit Merah
RESIDENT_01275,18-29,M,North-East,Punggol
RESIDENT_01276,50-59,M,West,Clementi
RESIDENT_01277,18-29,M,West,Clementi
RESIDENT_01278,50-59,M,West,Clementi
RESIDENT_01279,18-29,M,West,Clementi
RESIDENT_01280,60-69,M,Central,Toa Payoh
RESIDENT_01281,70+,M,North,Yishun
RESIDENT_01282,30-39,M,East,Pasir Ris
RESIDENT_01283,18-29,F,North,Woodlands
RESIDENT_01284,40-49,M,Central,Bukit Merah
RESIDENT_01285,18-29,M,North,Sembawang
RESIDENT_01286,50-59,M,North-East,Sengkang
RESIDENT_01287,50-59,F,Central,Toa Payoh
RESIDENT_01288,30-39,M,North,Yishun
RESIDENT_01289,50-59,F,North-East,Sengkang
RESIDENT_01290,18-29,M,North,Woodlands
RESIDENT_01291,18-29,M,West,Clementi
RESIDENT_01292,40-49,F,West,Clementi
RESIDENT_01293,40-49,M,North,Yishun
RESIDENT_01294,30-39,M,North,Yishun
RESIDENT_01295,50-59,F,North-East,Hougang
RESIDENT_01296,50-59,F,East,Pasir Ris
RESIDENT_01297,70+,M,North,Sembawang
RESIDENT_01298,30-39,M,West,Jurong West
RESIDENT_01299,60-69,M,North,Yishun
RESIDENT_01300,60-69,M,East,Tampines
RESIDENT_01301,50-59,F,North,Yishun
RESIDENT_01302,30-39,F,East,Tampines
RESIDENT_01303,70+,M,West,Bukit Batok
RESIDENT_01304,30-39,F,East,Tampines
RESIDENT_01305,30-39,F,West,Bukit Batok
RESIDENT_01306,60-69,F,Central,Toa Payoh
RESIDENT_01307,70+,M,Central,Toa Payoh
RESIDENT_01308,70+,F,North-East,Hougang
RESIDENT_01309,70+,M,West,Clementi
RESIDENT_01310,18-29,M,West,Clementi
RESIDENT_01311,60-69,F,North-East,Punggol
RESIDENT_01312,30-39,M,Central,Toa Payoh
RESIDENT_01313,18-29,M,West,Bukit Batok
RESIDENT_01314,40-49,F,West,Clementi
RESIDENT_01315,40-49,M,North,Yishun
RESIDENT_01316,50-59,F,Central,Toa Payoh
RESIDENT_01317,50-59,M,North,Sembawang
RESIDENT_01318,60-69,M,East,Bedok
RESIDENT_01319,18-29,F,North,Yishun
RESIDENT_01320,50-59,M,North-East,Hougang
RESIDENT_01321,40-49,M,North-East,Punggol
RESIDENT_01322,60-69,M,Central,Bukit Merah
RESIDENT_01323,50-59,M,North-East,Punggol
RESIDENT_01324,50-59,F,Central,Bukit Merah
RESIDENT_01325,40-49,M,Central,Toa Payoh
RESIDENT_01326,30-39,F,Central,Bukit Merah
RESIDENT_01327,40-49,F,North,Yishun
RESIDENT_01328,30-39,M,North,Yishun
RESIDENT_01329,70+,F,North-East,Hougang
RESIDENT_01330,50-59,F,West,Clementi
RESIDENT_01331,18-29,M,East,Pasir Ris
RESIDENT_01332,70+,F,Central,Bukit Merah
RESIDENT_01333,40-49,M,West,Bukit Batok
RESIDENT_01334,50-59,F,East,Tampines
RESIDENT_01335,18-29,F,North-East,Sengkang
RESIDENT_01336,40-49,M,East,Bedok
RESIDENT_01337,30-39,M,North,Woodlands
RESIDENT_01338,18-29,M,North-East,Hougang
RESIDENT_01339,50-59,M,North-East,Sengkang
RESIDENT_01340,18-29,F,Central,Bishan
RESIDENT_01341,70+,F,North-East,Hougang
RESIDENT_01342,40-49,M,West,Bukit Batok
RESIDENT_01343,18-29,F,West,Clementi
RESIDENT_01344,70+,M,North-East,Hougang
RESIDENT_01345,40-49,M,West,Jurong West
RESIDENT_01346,40-49,M,East,Pasir Ris
RESIDENT_01347,70+,M,North,Sembawang
RESIDENT_01348,30-39,F,West,Clementi
RESIDENT_01349,40-49,M,East,Bedok
RESIDENT_01350,30-39,F,Central,Toa Payoh
RESIDENT_01351,40-49,M,North-East,Hougang
RESIDENT_01352,40-49,M,West,Jurong West
RESIDENT_01353,30-39,F,Central,Toa Payoh
RESIDENT_01354,60-69,F,West,Bukit Batok
RESIDENT_01355,30-39,F,West,Jurong West
RESIDENT_01356,60-69,F,Central,Toa Payoh
RESIDENT_01357,40-49,F,North-East,Punggol
RESIDENT_01358,40-49,M,Central,Toa Payoh
RESIDENT_01359,50-59,M,West,Jurong West
RESIDENT_01360,70+,F,North,Woodlands
RESIDENT_01361,30-39,F,North,Sembawang
RESIDENT_01362,40-49,M,West,Clementi
RESIDENT_01363,18-29,F,North-East,Hougang
RESIDENT_01364,50-59,F,North,Woodlands
RESIDENT_01365,50-59,M,North-East,Sengkang
RESIDENT_01366,50-59,M,North,Sembawang
RESIDENT_01367,60-69,M,North-East,Punggol
RESIDENT_01368,60-69,M,Central,Bukit Merah
RESIDENT_01369,18-29,M,North-East,Punggol
RESIDENT_01370,70+,F,East,Tampines
RESIDENT_01371,70+,M,Central,Toa Payoh
RESIDENT_01372,60-69,M,North,Yishun
RESIDENT_01373,18-29,F,West,Bukit Batok
RESIDENT_01374,40-49,M,North-East,Sengkang
RESIDENT_01375,30-39,F,North,Sembawang
RESIDENT_01376,30-39,F,North-East,Punggol
RESIDENT_01377,60-69,M,North-East,Punggol
RESIDENT_01378,50-59,M,North-East,Punggol
RESIDENT_01379,30-39,M,East,Pasir Ris
RESIDENT_01380,18-29,M,West,Jurong West
RESIDENT_01381,40-49,M,North-East,Sengkang
RESIDENT_01382,50-59,M,North,Sembawang
RESIDENT_01383,18-29,F,North,Woodlands
RESIDENT_01384,50-59,F,Central,Bishan
RESIDENT_01385,50-59,M,East,Pasir Ris
RESIDENT_01386,18-29,M,East,Bedok
RESIDENT_01387,18-29,F,Central,Bukit Merah
RESIDENT_01388,40-49,M,North-East,Sengkang
RESIDENT_01389,40-49,M,North,Woodlands
RESIDENT_01390,50-59,M,Central,Toa Payoh
RESIDENT_01391,50-59,M,West,Jurong West
RESIDENT_01392,40-49,M,North-East,Hougang
RESIDENT_01393,18-29,M,West,Bukit Batok
RESIDENT_01394,60-69,F,North-East,Punggol
RESIDENT_01395,50-59,F,North-East,Hougang
RESIDENT_01396,30-39,F,North-East,Sengkang
RESIDENT_01397,70+,M,North,Woodlands
RESIDENT_01398,60-69,M,North-East,Punggol
RESIDENT_01399,30-39,F,West,Bukit Batok
RESIDENT_01400,30-39,M,East,Bedok
RESIDENT_01401,30-39,F,North-East,Sengkang
RESIDENT_01402,60-69,M,North,Sembawang
RESIDENT_01403,18-29,F,West,Clementi
RESIDENT_01404,30-39,F,West,Clementi
RESIDENT_01405,60-69,M,North,Woodlands
RESIDENT_01406,50-59,F,West,Clementi
RESIDENT_01407,70+,F,Central,Bukit Merah
RESIDENT_01408,30-39,F,Central,Bishan
RESIDENT_01409,50-59,M,North,Sembawang
RESIDENT_01410,50-59,M,East,Bedok
RESIDENT_01411,70+,F,North-East,Hougang
RESIDENT_01412,30-39,F,North,Woodlands
RESIDENT_01413,30-39,F,North-East,Hougang
RESIDENT_01414,60-69,F,North-East,Punggol
RESIDENT_01415,70+,M,North-East,Hougang
RESIDENT_01416,50-59,F,Central,Bishan
RESIDENT_01417,70+,F,North-East,Punggol
RESIDENT_01418,50-59,F,Central,Bukit Merah
RESIDENT_01419,40-49,M,North,Sembawang
RESIDENT_01420,18-29,M,North,Sembawang
RESIDENT_01421,40-49,F,North-East,Sengkang
RESIDENT_01422,60-69,M,North,Woodlands
RESIDENT_01423,40-49,M,Central,Bukit Merah
RESIDENT_01424,70+,M,West,Jurong West
RESIDENT_01425,30-39,M,West,Bukit Batok
RESIDENT_01426,60-69,M,Central,Bishan
RESIDENT_01427,70+,F,North-East,Sengkang
RESIDENT_01428,50-59,M,North,Woodlands
RESIDENT_01429,30-39,F,North-East,Punggol
RESIDENT_01430,40-49,F,West,Clementi
RESIDENT_01431,50-59,M,West,Bukit Batok
RESIDENT_01432,30-39,F,Central,Toa Payoh
RESIDENT_01433,50-59,M,East,Bedok
RESIDENT_01434,60-69,M,North-East,Hougang
RESIDENT_01435,50-59,M,North,Sembawang
RESIDENT_01436,60-69,M,North-East,Sengkang
RESIDENT_01437,50-59,M,North-East,Hougang
RESIDENT_01438,40-49,M,East,Bedok
RESIDENT_01439,18-29,F,West,Clementi
RESIDENT_01440,70+,M,East,Bedok
RESIDENT_01441,18-29,M,Central,Bishan
RESIDENT_01442,40-49,M,Central,Toa Payoh
RESIDENT_01443,60-69,F,Central,Bukit Merah
RESIDENT_01444,60-69,F,North,Woodlands
RESIDENT_01445,18-29,M,Central,Bishan
RESIDENT_01446,40-49,M,North-East,Sengkang
RESIDENT_01447,40-49,F,North-East,Hougang
RESIDENT_01448,50-59,F,North-East,Sengkang
RESIDENT_01449,50-59,M,West,Clementi
RESIDENT_01450,40-49,M,North,Sembawang
RESIDENT_01451,50-59,M,East,Pasir Ris
RESIDENT_01452,18-29,F,West,Bukit Batok
RESIDENT_01453,40-49,F,North-East,Hougang
RESIDENT_01454,70+,M,East,Bedok
RESIDENT_01455,18-29,M,North-East,Punggol
RESIDENT_01456,60-69,F,North-East,Punggol
RESIDENT_01457,18-29,M,North-East,Punggol
RESIDENT_01458,70+,F,Central,Toa Payoh
RESIDENT_01459,60-69,F,North,Yishun
RESIDENT_01460,50-59,M,Central,Bishan
RESIDENT_01461,40-49,M,North,Woodlands
RESIDENT_01462,40-49,F,North,Woodlands
RESIDENT_01463,50-59,M,West,Bukit Batok
RESIDENT_01464,70+,M,North-East,Hougang
RESIDENT_01465,40-49,M,West,Jurong West
RESIDENT_01466,30-39,F,Central,Bishan
RESIDENT_01467,30-39,M,East,Tampines
RESIDENT_01468,60-69,F,East,Tampines
RESIDENT_01469,40-49,M,East,Pasir Ris
RESIDENT_01470,60-69,M,Central,Bukit Merah
RESIDENT_01471,70+,M,Central,Toa Payoh
RESIDENT_01472,70+,F,North-East,Sengkang
RESIDENT_01473,18-29,F,North,Yishun
RESIDENT_01474,60-69,M,Central,Toa Payoh
RESIDENT_01475,60-69,M,North,Sembawang
RESIDENT_01476,30-39,M,North,Yishun
RESIDENT_01477,30-39,F,West,Bukit Batok
RESIDENT_01478,70+,F,Central,Toa Payoh
RESIDENT_01479,40-49,F,North-East,Sengkang
RESIDENT_01480,30-39,M,Central,Bukit Merah
RESIDENT_01481,60-69,F,East,Bedok
RESIDENT_01482,40-49,F,East,Pasir Ris
RESIDENT_01483,30-39,M,North,Sembawang
RESIDENT_01484,70+,F,North-East,Punggol
RESIDENT_01485,30-39,M,Central,Bishan
RESIDENT_01486,40-49,F,West,Bukit Batok
RESIDENT_01487,40-49,F,West,Bukit Batok
RESIDENT_01488,30-39,F,East,Pasir Ris
RESIDENT_01489,60-69,F,East,Pasir Ris
RESIDENT_01490,30-39,M,West,Jurong West
RESIDENT_01491,40-49,M,North,Yishun
RESIDENT_01492,40-49,F,North-East,Sengkang
RESIDENT_01493,70+,M,North,Yishun
RESIDENT_01494,30-39,F,East,Pasir Ris
RESIDENT_01495,70+,F,Central,Bishan
RESIDENT_01496,50-59,F,Central,Bishan
RESIDENT_01497,50-59,M,Central,Toa Payoh
RESIDENT_01498,30-39,M,North-East,Hougang
RESIDENT_01499,60-69,F,West,Bukit Batok
RESIDENT_01500,50-59,F,Central,Bishan
