resident_id,challenge_name,target_metric,enrol_date,status,current_tier,target_value,progress_pct
RESIDENT_00515,Move It Challenge,MVPA Minutes,2026-03-01,Active,Bronze,150,40.0
RESIDENT_01044,National Steps Challenge,Steps,2026-03-25,Active,Gold,10000,64.8
RESIDENT_00639,National Steps Challenge,Steps,2026-04-06,Active,Platinum,10000,80.9
RESIDENT_00370,National Steps Challenge,Steps,2026-03-16,Active,Participant,10000,12.8
RESIDENT_00582,National Steps Challenge,Steps,2026-03-01,Active,Gold,10000,71.3
RESIDENT_00549,National Steps Challenge,Steps,2026-03-29,Active,Participant,10000,1.3
RESIDENT_00492,Move It Challenge,MVPA Minutes,2026-03-23,Active,Gold,150,72.3
RESIDENT_00434,National Steps Challenge,Steps,2026-04-01,Active,Platinum,10000,80.0
RESIDENT_00857,Move It Challenge,MVPA Minutes,2026-03-27,Active,Platinum,150,80.2
RESIDENT_01129,National Steps Challenge,Steps,2026-04-02,Active,Bronze,10000,23.2
RESIDENT_01142,National Steps Challenge,Steps,2026-03-07,Active,Platinum,10000,84.0
RESIDENT_01321,National Steps Challenge,Steps,2026-04-04,Active,Bronze,10000,33.6
RESIDENT_00687,National Steps Challenge,Steps,2026-03-03,Active,Platinum,10000,85.5
RESIDENT_00759,Eat Drink Shop Healthy,Healthier Purchases,2026-03-31,Active,Bronze,30,20.0
RESIDENT_00982,National Steps Challenge,Steps,2026-03-28,Active,Gold,10000,79.3
RESIDENT_00280,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Gold,30,73.9
RESIDENT_00803,National Steps Challenge,Steps,2026-03-31,Active,Platinum,10000,91.9
RESIDENT_01439,National Steps Challenge,Steps,2026-03-14,Active,Bronze,10000,35.5
RESIDENT_00755,Move It Challenge,MVPA Minutes,2026-03-10,Active,Gold,150,70.9
RESIDENT_01134,Eat Drink Shop Healthy,Healthier Purchases,2026-04-02,Active,Participant,30,15.2
RESIDENT_01125,Move It Challenge,MVPA Minutes,2026-03-28,Active,Silver,150,42.0
RESIDENT_01453,Move It Challenge,MVPA Minutes,2026-03-25,Active,Bronze,150,33.8
RESIDENT_01157,National Steps Challenge,Steps,2026-03-11,Active,Silver,10000,48.3
RESIDENT_00380,Move It Challenge,MVPA Minutes,2026-03-18,Active,Bronze,150,23.2
RESIDENT_00285,Eat Drink Shop Healthy,Healthier Purchases,2026-03-13,Active,Silver,30,57.1
RESIDENT_01214,National Steps Challenge,Steps,2026-04-03,Active,Silver,10000,45.6
RESIDENT_01236,Move It Challenge,MVPA Minutes,2026-03-06,Active,Silver,150,44.5
RESIDENT_00061,National Steps Challenge,Steps,2026-03-27,Active,Bronze,10000,22.0
RESIDENT_00241,National Steps Challenge,Steps,2026-03-15,Active,Platinum,10000,83.2
RESIDENT_00589,National Steps Challenge,Steps,2026-04-09,Active,Platinum,10000,97.7
RESIDENT_01100,National Steps Challenge,Steps,2026-04-10,Active,Bronze,10000,32.4
RESIDENT_00715,Eat Drink Shop Healthy,Healthier Purchases,2026-04-06,Active,Participant,30,0.6
RESIDENT_00144,Eat Drink Shop Healthy,Healthier Purchases,2026-03-07,Active,Gold,30,77.4
RESIDENT_00066,Move It Challenge,MVPA Minutes,2026-03-06,Active,Bronze,150,27.3
RESIDENT_00268,Move It Challenge,MVPA Minutes,2026-04-05,Active,Participant,150,5.3
RESIDENT_00220,Eat Drink Shop Healthy,Healthier Purchases,2026-03-11,Active,Participant,30,16.9
RESIDENT_00937,Move It Challenge,MVPA Minutes,2026-03-06,Active,Gold,150,72.8
RESIDENT_00029,Move It Challenge,MVPA Minutes,2026-03-25,Completed,Platinum,150,99.9
RESIDENT_00240,Eat Drink Shop Healthy,Healthier Purchases,2026-04-03,Active,Platinum,30,98.0
RESIDENT_00859,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Participant,30,1.5
RESIDENT_00331,National Steps Challenge,Steps,2026-03-25,Active,Gold,10000,73.9
RESIDENT_00564,National Steps Challenge,Steps,2026-04-01,Active,Silver,10000,49.2
RESIDENT_01091,National Steps Challenge,Steps,2026-04-10,Active,Silver,10000,40.5
RESIDENT_00413,National Steps Challenge,Steps,2026-04-06,Active,Gold,10000,77.7
RESIDENT_01433,Move It Challenge,MVPA Minutes,2026-04-09,Active,Bronze,150,25.4
RESIDENT_01223,Eat Drink Shop Healthy,Healthier Purchases,2026-03-06,Active,Bronze,30,27.5
RESIDENT_00618,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Participant,30,17.3
RESIDENT_00575,Eat Drink Shop Healthy,Healthier Purchases,2026-04-04,Active,Bronze,30,23.6
RESIDENT_01430,National Steps Challenge,Steps,2026-04-07,Active,Bronze,10000,21.4
RESIDENT_00611,Move It Challenge,MVPA Minutes,2026-04-02,Active,Bronze,150,23.4
RESIDENT_01338,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Platinum,30,98.3
RESIDENT_01186,Move It Challenge,MVPA Minutes,2026-04-08,Active,Gold,150,71.4
RESIDENT_00965,National Steps Challenge,Steps,2026-03-27,Active,Participant,10000,15.3
RESIDENT_01392,National Steps Challenge,Steps,2026-03-29,Active,Participant,10000,11.6
RESIDENT_00547,Move It Challenge,MVPA Minutes,2026-03-23,Active,Gold,150,76.6
RESIDENT_00227,National Steps Challenge,Steps,2026-04-09,Active,Silver,10000,49.5
RESIDENT_01242,Move It Challenge,MVPA Minutes,2026-03-18,Active,Participant,150,15.5
RESIDENT_00306,National Steps Challenge,Steps,2026-03-29,Active,Bronze,10000,25.7
RESIDENT_00429,Move It Challenge,MVPA Minutes,2026-04-06,Active,Participant,150,5.9
RESIDENT_00262,Move It Challenge,MVPA Minutes,2026-03-13,Active,Gold,150,76.5
RESIDENT_00650,Eat Drink Shop Healthy,Healthier Purchases,2026-03-02,Active,Silver,30,45.0
RESIDENT_01331,Move It Challenge,MVPA Minutes,2026-03-19,Active,Gold,150,77.1
RESIDENT_00933,Move It Challenge,MVPA Minutes,2026-03-24,Active,Platinum,150,82.9
RESIDENT_00882,Eat Drink Shop Healthy,Healthier Purchases,2026-03-02,Active,Platinum,30,81.1
RESIDENT_00099,Move It Challenge,MVPA Minutes,2026-04-01,Active,Gold,150,69.3
RESIDENT_00724,Move It Challenge,MVPA Minutes,2026-04-01,Active,Gold,150,64.5
RESIDENT_01313,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Gold,30,75.0
RESIDENT_01361,Eat Drink Shop Healthy,Healthier Purchases,2026-03-28,Active,Participant,30,12.5
RESIDENT_00513,National Steps Challenge,Steps,2026-03-28,Active,Bronze,10000,26.5
RESIDENT_00481,National Steps Challenge,Steps,2026-03-07,Active,Bronze,10000,21.6
RESIDENT_00605,Move It Challenge,MVPA Minutes,2026-04-04,Active,Gold,150,66.6
RESIDENT_01154,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Gold,30,74.4
RESIDENT_01312,Eat Drink Shop Healthy,Healthier Purchases,2026-03-16,Active,Silver,30,47.5
RESIDENT_00419,Eat Drink Shop Healthy,Healthier Purchases,2026-03-21,Active,Bronze,30,26.1
RESIDENT_00820,Eat Drink Shop Healthy,Healthier Purchases,2026-03-11,Active,Participant,30,19.5
RESIDENT_00591,Move It Challenge,MVPA Minutes,2026-03-14,Active,Platinum,150,96.7
RESIDENT_00710,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Silver,30,55.6
RESIDENT_01099,Move It Challenge,MVPA Minutes,2026-03-06,Active,Participant,150,15.3
RESIDENT_01237,Move It Challenge,MVPA Minutes,2026-03-01,Active,Bronze,150,21.4
RESIDENT_01168,Eat Drink Shop Healthy,Healthier Purchases,2026-03-16,Active,Bronze,30,32.5
RESIDENT_00226,Move It Challenge,MVPA Minutes,2026-03-06,Active,Gold,150,62.0
RESIDENT_00370,Move It Challenge,MVPA Minutes,2026-03-14,Active,Bronze,150,20.8
RESIDENT_00362,National Steps Challenge,Steps,2026-04-04,Active,Bronze,10000,22.9
RESIDENT_00361,Move It Challenge,MVPA Minutes,2026-03-30,Active,Bronze,150,36.8
RESIDENT_01441,Move It Challenge,MVPA Minutes,2026-03-12,Active,Platinum,150,82.7
RESIDENT_01395,National Steps Challenge,Steps,2026-03-02,Active,Bronze,10000,29.0
RESIDENT_01340,National Steps Challenge,Steps,2026-03-23,Active,Participant,10000,19.4
RESIDENT_01148,Move It Challenge,MVPA Minutes,2026-03-29,Active,Gold,150,68.1
RESIDENT_01396,Move It Challenge,MVPA Minutes,2026-03-08,Active,Platinum,150,98.7
RESIDENT_00070,Move It Challenge,MVPA Minutes,2026-03-24,Active,Participant,150,12.7
RESIDENT_01101,National Steps Challenge,Steps,2026-04-10,Active,Gold,10000,69.8
RESIDENT_00239,Move It Challenge,MVPA Minutes,2026-03-22,Active,Gold,150,72.8
RESIDENT_01188,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Gold,30,70.4
RESIDENT_01253,Move It Challenge,MVPA Minutes,2026-03-14,Active,Silver,150,40.9
RESIDENT_00065,Eat Drink Shop Healthy,Healthier Purchases,2026-03-04,Active,Gold,30,78.1
RESIDENT_00558,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Bronze,30,26.1
RESIDENT_00958,Move It Challenge,MVPA Minutes,2026-03-09,Active,Participant,150,14.0
RESIDENT_00625,National Steps Challenge,Steps,2026-04-03,Active,Platinum,10000,85.9
RESIDENT_00656,National Steps Challenge,Steps,2026-03-17,Active,Participant,10000,18.5
RESIDENT_00843,National Steps Challenge,Steps,2026-03-21,Active,Participant,10000,2.8
RESIDENT_00760,National Steps Challenge,Steps,2026-04-02,Active,Silver,10000,45.1
RESIDENT_00282,National Steps Challenge,Steps,2026-03-07,Active,Bronze,10000,23.2
RESIDENT_01369,Eat Drink Shop Healthy,Healthier Purchases,2026-04-03,Active,Silver,30,52.2
RESIDENT_01419,National Steps Challenge,Steps,2026-03-22,Active,Bronze,10000,35.2
RESIDENT_00091,Eat Drink Shop Healthy,Healthier Purchases,2026-03-10,Active,Gold,30,71.4
RESIDENT_00036,National Steps Challenge,Steps,2026-03-18,Active,Bronze,10000,20.3
RESIDENT_01478,National Steps Challenge,Steps,2026-03-12,Active,Participant,10000,7.4
RESIDENT_01142,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Platinum,30,80.5
RESIDENT_00829,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Gold,30,72.8
RESIDENT_00359,Eat Drink Shop Healthy,Healthier Purchases,2026-03-22,Active,Bronze,30,26.7
RESIDENT_00506,Eat Drink Shop Healthy,Healthier Purchases,2026-04-06,Active,Participant,30,1.0
RESIDENT_00427,Move It Challenge,MVPA Minutes,2026-04-01,Active,Participant,150,19.6
RESIDENT_00559,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Platinum,30,81.5
RESIDENT_01189,Eat Drink Shop Healthy,Healthier Purchases,2026-04-06,Active,Participant,30,19.2
RESIDENT_00499,National Steps Challenge,Steps,2026-03-28,Active,Platinum,10000,84.6
RESIDENT_00364,National Steps Challenge,Steps,2026-03-31,Active,Gold,10000,70.1
RESIDENT_00098,National Steps Challenge,Steps,2026-04-07,Active,Bronze,10000,22.1
RESIDENT_00150,Move It Challenge,MVPA Minutes,2026-04-10,Active,Gold,150,74.7
RESIDENT_01124,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Silver,30,57.0
RESIDENT_01416,National Steps Challenge,Steps,2026-04-08,Active,Platinum,10000,96.2
RESIDENT_00524,National Steps Challenge,Steps,2026-03-06,Active,Platinum,10000,85.4
RESIDENT_00440,National Steps Challenge,Steps,2026-03-07,Active,Gold,10000,79.6
RESIDENT_00953,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Bronze,30,21.2
RESIDENT_00654,Eat Drink Shop Healthy,Healthier Purchases,2026-03-22,Active,Silver,30,50.6
RESIDENT_01300,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Gold,30,72.6
RESIDENT_00029,Eat Drink Shop Healthy,Healthier Purchases,2026-03-29,Active,Platinum,30,92.6
RESIDENT_00229,Eat Drink Shop Healthy,Healthier Purchases,2026-04-03,Active,Gold,30,73.8
RESIDENT_00917,National Steps Challenge,Steps,2026-04-03,Active,Silver,10000,43.2
RESIDENT_01187,Move It Challenge,MVPA Minutes,2026-03-25,Active,Gold,150,66.3
RESIDENT_00020,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Silver,30,58.9
RESIDENT_00475,Move It Challenge,MVPA Minutes,2026-03-28,Active,Bronze,150,26.5
RESIDENT_00084,Eat Drink Shop Healthy,Healthier Purchases,2026-04-02,Active,Bronze,30,27.3
RESIDENT_01111,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Platinum,30,91.7
RESIDENT_00825,National Steps Challenge,Steps,2026-04-03,Active,Participant,10000,0.2
RESIDENT_00005,Move It Challenge,MVPA Minutes,2026-04-08,Active,Silver,150,48.3
RESIDENT_00533,Move It Challenge,MVPA Minutes,2026-03-19,Active,Gold,150,73.5
RESIDENT_01084,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Bronze,30,20.6
RESIDENT_00390,Move It Challenge,MVPA Minutes,2026-03-10,Active,Gold,150,78.8
RESIDENT_00540,Eat Drink Shop Healthy,Healthier Purchases,2026-03-11,Active,Bronze,30,20.1
RESIDENT_00038,Eat Drink Shop Healthy,Healthier Purchases,2026-03-10,Active,Silver,30,49.5
RESIDENT_00169,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Bronze,30,21.1
RESIDENT_00047,Move It Challenge,MVPA Minutes,2026-03-25,Active,Gold,150,75.6
RESIDENT_01079,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Gold,30,78.0
RESIDENT_01474,Move It Challenge,MVPA Minutes,2026-03-13,Active,Silver,150,49.8
RESIDENT_01182,National Steps Challenge,Steps,2026-03-01,Active,Gold,10000,76.3
RESIDENT_00649,National Steps Challenge,Steps,2026-03-19,Active,Bronze,10000,22.1
RESIDENT_00513,Eat Drink Shop Healthy,Healthier Purchases,2026-03-13,Active,Bronze,30,36.8
RESIDENT_00473,Eat Drink Shop Healthy,Healthier Purchases,2026-03-04,Active,Participant,30,10.4
RESIDENT_00908,National Steps Challenge,Steps,2026-04-07,Active,Gold,10000,74.2
RESIDENT_01284,National Steps Challenge,Steps,2026-04-07,Active,Silver,10000,44.5
RESIDENT_00922,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Bronze,30,27.2
RESIDENT_01335,Move It Challenge,MVPA Minutes,2026-03-29,Active,Silver,150,49.5
RESIDENT_00707,National Steps Challenge,Steps,2026-04-05,Active,Platinum,10000,87.5
RESIDENT_01440,Eat Drink Shop Healthy,Healthier Purchases,2026-03-31,Active,Platinum,30,89.4
RESIDENT_00790,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Silver,30,45.6
RESIDENT_01472,Move It Challenge,MVPA Minutes,2026-03-23,Active,Silver,150,41.7
RESIDENT_00188,Move It Challenge,MVPA Minutes,2026-03-02,Active,Gold,150,77.8
RESIDENT_00412,Move It Challenge,MVPA Minutes,2026-04-07,Active,Participant,150,7.7
RESIDENT_00918,Move It Challenge,MVPA Minutes,2026-03-08,Active,Participant,150,17.0
RESIDENT_01204,Move It Challenge,MVPA Minutes,2026-03-20,Active,Platinum,150,80.1
RESIDENT_00316,National Steps Challenge,Steps,2026-04-05,Active,Gold,10000,77.1
RESIDENT_00097,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Gold,30,74.1
RESIDENT_00929,Eat Drink Shop Healthy,Healthier Purchases,2026-04-05,Active,Platinum,30,89.1
RESIDENT_01221,Move It Challenge,MVPA Minutes,2026-04-09,Active,Gold,150,71.1
RESIDENT_00534,National Steps Challenge,Steps,2026-03-23,Active,Bronze,10000,29.9
RESIDENT_01268,National Steps Challenge,Steps,2026-03-22,Active,Gold,10000,60.8
RESIDENT_00423,Move It Challenge,MVPA Minutes,2026-03-21,Active,Bronze,150,23.1
RESIDENT_00308,National Steps Challenge,Steps,2026-03-02,Active,Silver,10000,59.9
RESIDENT_01415,Move It Challenge,MVPA Minutes,2026-03-05,Active,Platinum,150,82.6
RESIDENT_01202,National Steps Challenge,Steps,2026-03-17,Active,Gold,10000,75.5
RESIDENT_00281,Move It Challenge,MVPA Minutes,2026-03-30,Active,Participant,150,15.8
RESIDENT_01366,Move It Challenge,MVPA Minutes,2026-03-11,Active,Silver,150,53.7
RESIDENT_00580,Move It Challenge,MVPA Minutes,2026-03-28,Active,Gold,150,77.4
RESIDENT_00036,Move It Challenge,MVPA Minutes,2026-04-06,Active,Participant,150,5.5
RESIDENT_01221,Eat Drink Shop Healthy,Healthier Purchases,2026-03-04,Active,Platinum,30,95.0
RESIDENT_00088,National Steps Challenge,Steps,2026-04-09,Active,Gold,10000,77.9
RESIDENT_00296,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Bronze,30,22.6
RESIDENT_00155,Eat Drink Shop Healthy,Healthier Purchases,2026-03-05,Active,Participant,30,15.1
RESIDENT_00687,Move It Challenge,MVPA Minutes,2026-03-29,Active,Platinum,150,94.0
RESIDENT_01452,Eat Drink Shop Healthy,Healthier Purchases,2026-03-30,Active,Gold,30,70.3
RESIDENT_00984,Eat Drink Shop Healthy,Healthier Purchases,2026-03-29,Active,Participant,30,18.7
RESIDENT_00133,Move It Challenge,MVPA Minutes,2026-04-03,Active,Platinum,150,82.2
RESIDENT_00447,National Steps Challenge,Steps,2026-04-05,Active,Silver,10000,40.3
RESIDENT_00128,Move It Challenge,MVPA Minutes,2026-03-10,Active,Silver,150,40.8
RESIDENT_00788,National Steps Challenge,Steps,2026-03-26,Active,Platinum,10000,99.0
RESIDENT_01330,Eat Drink Shop Healthy,Healthier Purchases,2026-03-15,Active,Participant,30,11.1
RESIDENT_00650,National Steps Challenge,Steps,2026-03-11,Active,Gold,10000,68.3
RESIDENT_01319,National Steps Challenge,Steps,2026-04-10,Active,Silver,10000,58.9
RESIDENT_01417,Eat Drink Shop Healthy,Healthier Purchases,2026-03-05,Active,Gold,30,67.3
RESIDENT_01027,Move It Challenge,MVPA Minutes,2026-03-12,Active,Silver,150,46.0
RESIDENT_00380,National Steps Challenge,Steps,2026-03-16,Active,Participant,10000,17.6
RESIDENT_01477,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Bronze,30,32.7
RESIDENT_00060,Move It Challenge,MVPA Minutes,2026-03-02,Active,Gold,150,60.8
RESIDENT_01032,National Steps Challenge,Steps,2026-03-12,Active,Silver,10000,46.9
RESIDENT_01344,Eat Drink Shop Healthy,Healthier Purchases,2026-04-01,Active,Participant,30,13.4
RESIDENT_00084,National Steps Challenge,Steps,2026-03-31,Active,Bronze,10000,29.4
RESIDENT_00123,Eat Drink Shop Healthy,Healthier Purchases,2026-03-07,Active,Gold,30,74.2
RESIDENT_00028,Move It Challenge,MVPA Minutes,2026-03-30,Active,Participant,150,9.0
RESIDENT_00937,Eat Drink Shop Healthy,Healthier Purchases,2026-03-18,Active,Platinum,30,90.5
RESIDENT_00950,National Steps Challenge,Steps,2026-03-22,Active,Gold,10000,76.5
RESIDENT_01343,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Bronze,30,35.8
RESIDENT_00885,Move It Challenge,MVPA Minutes,2026-03-14,Active,Platinum,150,96.2
RESIDENT_01294,National Steps Challenge,Steps,2026-03-09,Active,Bronze,10000,30.0
RESIDENT_00132,Move It Challenge,MVPA Minutes,2026-03-04,Active,Silver,150,58.3
RESIDENT_01267,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Platinum,30,91.4
RESIDENT_00669,National Steps Challenge,Steps,2026-04-07,Active,Platinum,10000,81.2
RESIDENT_00914,National Steps Challenge,Steps,2026-03-30,Active,Participant,10000,2.7
RESIDENT_01355,Eat Drink Shop Healthy,Healthier Purchases,2026-03-01,Active,Platinum,30,81.0
RESIDENT_00033,Move It Challenge,MVPA Minutes,2026-04-08,Active,Participant,150,15.3
RESIDENT_00529,National Steps Challenge,Steps,2026-03-30,Active,Bronze,10000,29.4
RESIDENT_00081,National Steps Challenge,Steps,2026-04-07,Active,Gold,10000,77.0
RESIDENT_00956,Eat Drink Shop Healthy,Healthier Purchases,2026-03-31,Active,Silver,30,51.7
RESIDENT_01133,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Gold,30,74.0
RESIDENT_01305,Move It Challenge,MVPA Minutes,2026-03-28,Active,Platinum,150,80.4
RESIDENT_00464,Eat Drink Shop Healthy,Healthier Purchases,2026-03-08,Active,Gold,30,68.0
RESIDENT_00617,Move It Challenge,MVPA Minutes,2026-03-05,Active,Silver,150,43.8
RESIDENT_01020,National Steps Challenge,Steps,2026-04-04,Active,Bronze,10000,28.7
RESIDENT_00213,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Silver,30,46.3
RESIDENT_00357,National Steps Challenge,Steps,2026-03-04,Active,Participant,10000,15.6
RESIDENT_00970,National Steps Challenge,Steps,2026-04-05,Active,Platinum,10000,93.2
RESIDENT_00063,National Steps Challenge,Steps,2026-03-24,Active,Gold,10000,67.4
RESIDENT_01222,National Steps Challenge,Steps,2026-03-20,Active,Silver,10000,41.4
RESIDENT_00478,Move It Challenge,MVPA Minutes,2026-04-06,Active,Silver,150,54.6
RESIDENT_01408,Eat Drink Shop Healthy,Healthier Purchases,2026-03-05,Active,Silver,30,44.6
RESIDENT_00191,National Steps Challenge,Steps,2026-03-21,Active,Gold,10000,75.3
RESIDENT_00541,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Platinum,30,85.0
RESIDENT_00660,Eat Drink Shop Healthy,Healthier Purchases,2026-04-05,Active,Gold,30,72.5
RESIDENT_00089,Move It Challenge,MVPA Minutes,2026-04-05,Active,Gold,150,61.6
RESIDENT_00969,Move It Challenge,MVPA Minutes,2026-03-19,Active,Participant,150,12.8
RESIDENT_01030,Eat Drink Shop Healthy,Healthier Purchases,2026-03-27,Active,Participant,30,14.8
RESIDENT_00386,Move It Challenge,MVPA Minutes,2026-04-04,Active,Platinum,150,96.1
RESIDENT_00469,National Steps Challenge,Steps,2026-03-10,Active,Silver,10000,55.9
RESIDENT_01324,Move It Challenge,MVPA Minutes,2026-04-03,Active,Silver,150,56.8
RESIDENT_00999,Move It Challenge,MVPA Minutes,2026-03-08,Active,Silver,150,53.6
RESIDENT_00512,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Bronze,30,31.2
RESIDENT_01485,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Gold,30,76.4
RESIDENT_01236,National Steps Challenge,Steps,2026-04-10,Active,Silver,10000,59.1
RESIDENT_00943,National Steps Challenge,Steps,2026-03-06,Active,Gold,10000,68.1
RESIDENT_01012,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Bronze,30,23.4
RESIDENT_00353,Move It Challenge,MVPA Minutes,2026-03-14,Active,Silver,150,43.2
RESIDENT_00270,Move It Challenge,MVPA Minutes,2026-03-13,Active,Bronze,150,23.3
RESIDENT_00489,Eat Drink Shop Healthy,Healthier Purchases,2026-03-20,Active,Participant,30,4.9
RESIDENT_00093,Move It Challenge,MVPA Minutes,2026-03-10,Active,Bronze,150,39.7
RESIDENT_01429,Move It Challenge,MVPA Minutes,2026-03-22,Active,Silver,150,46.9
RESIDENT_01433,Eat Drink Shop Healthy,Healthier Purchases,2026-03-20,Active,Bronze,30,37.7
RESIDENT_01460,Eat Drink Shop Healthy,Healthier Purchases,2026-03-30,Active,Participant,30,17.5
RESIDENT_01215,National Steps Challenge,Steps,2026-04-09,Active,Gold,10000,73.1
RESIDENT_01227,National Steps Challenge,Steps,2026-03-17,Active,Gold,10000,79.9
RESIDENT_01365,Move It Challenge,MVPA Minutes,2026-03-04,Active,Gold,150,60.3
RESIDENT_00930,Eat Drink Shop Healthy,Healthier Purchases,2026-03-30,Active,Silver,30,49.0
RESIDENT_00739,Eat Drink Shop Healthy,Healthier Purchases,2026-03-27,Active,Platinum,30,93.5
RESIDENT_00310,National Steps Challenge,Steps,2026-03-08,Active,Platinum,10000,86.2
RESIDENT_00951,National Steps Challenge,Steps,2026-04-05,Active,Platinum,10000,81.2
RESIDENT_01226,Eat Drink Shop Healthy,Healthier Purchases,2026-03-06,Active,Participant,30,10.9
RESIDENT_00392,Move It Challenge,MVPA Minutes,2026-03-08,Active,Silver,150,57.0
RESIDENT_00094,Move It Challenge,MVPA Minutes,2026-04-10,Active,Platinum,150,94.3
RESIDENT_00919,Move It Challenge,MVPA Minutes,2026-03-08,Active,Participant,150,9.1
RESIDENT_01351,Move It Challenge,MVPA Minutes,2026-04-05,Active,Gold,150,71.0
RESIDENT_01044,Eat Drink Shop Healthy,Healthier Purchases,2026-04-02,Active,Gold,30,64.8
RESIDENT_00743,National Steps Challenge,Steps,2026-03-04,Active,Silver,10000,48.7
RESIDENT_00471,Move It Challenge,MVPA Minutes,2026-04-04,Active,Silver,150,41.2
RESIDENT_00278,Eat Drink Shop Healthy,Healthier Purchases,2026-04-04,Active,Participant,30,13.3
RESIDENT_01179,Eat Drink Shop Healthy,Healthier Purchases,2026-03-11,Active,Bronze,30,23.0
RESIDENT_00541,Move It Challenge,MVPA Minutes,2026-03-02,Active,Gold,150,75.4
RESIDENT_00316,Eat Drink Shop Healthy,Healthier Purchases,2026-03-02,Active,Gold,30,62.7
RESIDENT_00195,Eat Drink Shop Healthy,Healthier Purchases,2026-03-29,Active,Platinum,30,88.8
RESIDENT_01043,National Steps Challenge,Steps,2026-04-06,Active,Gold,10000,63.4
RESIDENT_00639,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Gold,30,64.3
RESIDENT_01224,Eat Drink Shop Healthy,Healthier Purchases,2026-03-13,Active,Silver,30,57.8
RESIDENT_00224,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Bronze,30,36.0
RESIDENT_01456,National Steps Challenge,Steps,2026-04-03,Active,Bronze,10000,34.7
RESIDENT_01103,Eat Drink Shop Healthy,Healthier Purchases,2026-04-04,Active,Participant,30,2.5
RESIDENT_01315,Eat Drink Shop Healthy,Healthier Purchases,2026-03-30,Active,Gold,30,62.8
RESIDENT_01347,Move It Challenge,MVPA Minutes,2026-03-01,Active,Participant,150,15.5
RESIDENT_01228,National Steps Challenge,Steps,2026-03-02,Active,Participant,10000,19.2
RESIDENT_01256,Eat Drink Shop Healthy,Healthier Purchases,2026-03-16,Active,Gold,30,76.0
RESIDENT_00398,National Steps Challenge,Steps,2026-04-09,Active,Platinum,10000,80.5
RESIDENT_00433,Move It Challenge,MVPA Minutes,2026-03-10,Active,Platinum,150,93.3
RESIDENT_00690,National Steps Challenge,Steps,2026-04-08,Active,Bronze,10000,28.6
RESIDENT_00964,Eat Drink Shop Healthy,Healthier Purchases,2026-04-01,Active,Participant,30,0.7
RESIDENT_00675,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Platinum,30,90.7
RESIDENT_00894,National Steps Challenge,Steps,2026-04-05,Completed,Platinum,10000,99.9
RESIDENT_00793,National Steps Challenge,Steps,2026-03-15,Active,Platinum,10000,98.6
RESIDENT_01272,Move It Challenge,MVPA Minutes,2026-04-04,Active,Silver,150,53.4
RESIDENT_00431,Eat Drink Shop Healthy,Healthier Purchases,2026-03-05,Active,Bronze,30,24.7
RESIDENT_00411,National Steps Challenge,Steps,2026-03-08,Active,Gold,10000,70.3
RESIDENT_00633,National Steps Challenge,Steps,2026-03-30,Active,Platinum,10000,84.6
