redemption_id,resident_id,redeemed_date,merchant,merchant_category,voucher_value_sgd,healthpoints_spent
EV000842,RESIDENT_00494,2026-06-19,Guardian,Health & Beauty,10,1000
EV001704,RESIDENT_00973,2026-04-26,Guardian,Health & Beauty,15,1500
EV000658,RESIDENT_00389,2026-04-02,NTUC FairPrice,Groceries,5,500
EV002386,RESIDENT_01380,2026-06-22,Kopitiam,Food & Beverage,2,200
EV000678,RESIDENT_00400,2026-06-28,Watsons,Health & Beauty,5,500
EV000450,RESIDENT_00265,2026-05-03,Cold Storage,Groceries,5,500
EV001157,RESIDENT_00685,2026-06-01,Watsons,Health & Beauty,5,500
EV001210,RESIDENT_00712,2026-05-08,Guardian,Health & Beauty,2,200
EV000320,RESIDENT_00188,2026-04-30,NTUC FairPrice,Groceries,10,1000
EV000983,RESIDENT_00580,2026-06-12,NTUC FairPrice,Groceries,10,1000
EV002301,RESIDENT_01324,2026-05-31,Watsons,Health & Beauty,10,1000
EV001616,RESIDENT_00933,2026-06-14,NTUC FairPrice,Groceries,15,1500
EV002396,RESIDENT_01384,2026-05-20,Watsons,Health & Beauty,10,1000
EV002542,RESIDENT_01485,2026-06-03,Cold Storage,Groceries,10,1000
EV001078,RESIDENT_00639,2026-04-30,Watsons,Health & Beauty,5,500
EV001346,RESIDENT_00789,2026-05-29,Kopitiam,Food & Beverage,10,1000
EV000808,RESIDENT_00469,2026-04-28,Kopitiam,Food & Beverage,5,500
EV001692,RESIDENT_00967,2026-04-17,Kopitiam,Food & Beverage,5,500
EV001615,RESIDENT_00933,2026-04-26,Cold Storage,Groceries,10,1000
EV002255,RESIDENT_01299,2026-05-24,Decathlon,Sports,2,200
EV000002,RESIDENT_00001,2026-05-03,NTUC FairPrice,Groceries,10,1000
EV000456,RESIDENT_00270,2026-04-05,Watsons,Health & Beauty,5,500
EV000782,RESIDENT_00457,2026-04-28,Sheng Siong,Groceries,5,500
EV002342,RESIDENT_01351,2026-06-07,Cold Storage,Groceries,15,1500
EV000339,RESIDENT_00199,2026-05-14,Decathlon,Sports,2,200
EV000668,RESIDENT_00392,2026-05-04,Decathlon,Sports,5,500
EV000045,RESIDENT_00022,2026-06-20,Cold Storage,Groceries,2,200
EV000210,RESIDENT_00122,2026-04-26,Kopitiam,Food & Beverage,10,1000
EV002361,RESIDENT_01364,2026-04-05,Sheng Siong,Groceries,10,1000
EV002331,RESIDENT_01341,2026-04-17,Kopitiam,Food & Beverage,5,500
EV001907,RESIDENT_01107,2026-05-08,Decathlon,Sports,5,500
EV001108,RESIDENT_00658,2026-05-10,NTUC FairPrice,Groceries,5,500
EV001621,RESIDENT_00935,2026-06-22,Sheng Siong,Groceries,15,1500
EV000812,RESIDENT_00471,2026-06-03,Kopitiam,Food & Beverage,5,500
EV000903,RESIDENT_00536,2026-06-27,Cold Storage,Groceries,10,1000
EV002161,RESIDENT_01254,2026-04-08,Cold Storage,Groceries,10,1000
EV002176,RESIDENT_01259,2026-06-06,Sheng Siong,Groceries,5,500
EV002257,RESIDENT_01299,2026-04-19,Cold Storage,Groceries,10,1000
EV000708,RESIDENT_00416,2026-06-27,Kopitiam,Food & Beverage,10,1000
EV002034,RESIDENT_01174,2026-06-18,Kopitiam,Food & Beverage,5,500
EV000793,RESIDENT_00463,2026-04-24,NTUC FairPrice,Groceries,10,1000
EV000970,RESIDENT_00577,2026-06-08,Guardian,Health & Beauty,5,500
EV000606,RESIDENT_00360,2026-05-04,NTUC FairPrice,Groceries,10,1000
EV000055,RESIDENT_00025,2026-04-11,Guardian,Health & Beauty,2,200
EV000818,RESIDENT_00474,2026-04-28,Decathlon,Sports,5,500
EV001256,RESIDENT_00741,2026-05-05,Cold Storage,Groceries,10,1000
EV002135,RESIDENT_01236,2026-05-02,Watsons,Health & Beauty,5,500
EV001279,RESIDENT_00754,2026-06-12,Sheng Siong,Groceries,10,1000
EV002045,RESIDENT_01182,2026-04-30,Cold Storage,Groceries,2,200
EV000717,RESIDENT_00422,2026-05-26,Kopitiam,Food & Beverage,10,1000
EV000131,RESIDENT_00076,2026-04-17,Kopitiam,Food & Beverage,10,1000
EV001200,RESIDENT_00708,2026-05-30,Kopitiam,Food & Beverage,10,1000
EV001491,RESIDENT_00868,2026-04-03,Kopitiam,Food & Beverage,2,200
EV001276,RESIDENT_00754,2026-05-15,Sheng Siong,Groceries,10,1000
EV000565,RESIDENT_00331,2026-06-07,Sheng Siong,Groceries,2,200
EV002202,RESIDENT_01268,2026-06-30,Guardian,Health & Beauty,15,1500
EV000148,RESIDENT_00086,2026-06-11,Sheng Siong,Groceries,10,1000
EV001023,RESIDENT_00603,2026-05-19,NTUC FairPrice,Groceries,15,1500
EV002562,RESIDENT_01497,2026-05-06,Cold Storage,Groceries,15,1500
EV000657,RESIDENT_00388,2026-05-26,Guardian,Health & Beauty,15,1500
EV002501,RESIDENT_01458,2026-06-03,Sheng Siong,Groceries,5,500
EV000394,RESIDENT_00236,2026-06-01,Watsons,Health & Beauty,10,1000
EV002106,RESIDENT_01217,2026-04-25,Guardian,Health & Beauty,2,200
EV001264,RESIDENT_00748,2026-06-15,Watsons,Health & Beauty,5,500
EV001727,RESIDENT_00984,2026-05-22,Sheng Siong,Groceries,5,500
EV001956,RESIDENT_01135,2026-04-02,Cold Storage,Groceries,10,1000
EV000944,RESIDENT_00559,2026-04-23,NTUC FairPrice,Groceries,5,500
EV001676,RESIDENT_00959,2026-04-22,Guardian,Health & Beauty,5,500
EV001418,RESIDENT_00826,2026-06-11,Kopitiam,Food & Beverage,10,1000
EV000835,RESIDENT_00486,2026-06-20,Watsons,Health & Beauty,10,1000
EV000052,RESIDENT_00025,2026-05-27,NTUC FairPrice,Groceries,2,200
EV000208,RESIDENT_00117,2026-04-16,Guardian,Health & Beauty,5,500
EV000530,RESIDENT_00310,2026-05-26,Kopitiam,Food & Beverage,5,500
EV001335,RESIDENT_00785,2026-05-19,Cold Storage,Groceries,2,200
EV001575,RESIDENT_00910,2026-05-18,NTUC FairPrice,Groceries,10,1000
EV000440,RESIDENT_00261,2026-04-30,Guardian,Health & Beauty,5,500
EV002429,RESIDENT_01405,2026-05-14,Watsons,Health & Beauty,2,200
EV002256,RESIDENT_01299,2026-05-14,Cold Storage,Groceries,15,1500
EV001254,RESIDENT_00740,2026-06-15,Decathlon,Sports,10,1000
EV000165,RESIDENT_00094,2026-04-08,Cold Storage,Groceries,10,1000
EV001724,RESIDENT_00983,2026-04-30,Watsons,Health & Beauty,5,500
EV000068,RESIDENT_00037,2026-05-20,Cold Storage,Groceries,5,500
EV001857,RESIDENT_01070,2026-06-04,Cold Storage,Groceries,10,1000
EV001037,RESIDENT_00614,2026-05-20,Cold Storage,Groceries,5,500
EV000069,RESIDENT_00037,2026-06-28,NTUC FairPrice,Groceries,10,1000
EV001696,RESIDENT_00969,2026-06-14,Decathlon,Sports,10,1000
EV000833,RESIDENT_00486,2026-06-12,Decathlon,Sports,5,500
EV000877,RESIDENT_00522,2026-06-12,NTUC FairPrice,Groceries,10,1000
EV000109,RESIDENT_00065,2026-05-19,Cold Storage,Groceries,5,500
EV000484,RESIDENT_00284,2026-06-06,Watsons,Health & Beauty,5,500
EV000998,RESIDENT_00586,2026-06-22,Cold Storage,Groceries,2,200
EV002022,RESIDENT_01166,2026-06-06,NTUC FairPrice,Groceries,2,200
EV002156,RESIDENT_01251,2026-05-06,Cold Storage,Groceries,5,500
EV002168,RESIDENT_01256,2026-05-20,Cold Storage,Groceries,2,200
EV000245,RESIDENT_00144,2026-06-09,Cold Storage,Groceries,15,1500
EV002508,RESIDENT_01462,2026-05-27,Watsons,Health & Beauty,10,1000
EV000123,RESIDENT_00073,2026-04-14,Kopitiam,Food & Beverage,15,1500
EV000798,RESIDENT_00466,2026-05-11,NTUC FairPrice,Groceries,5,500
EV002452,RESIDENT_01420,2026-04-13,NTUC FairPrice,Groceries,5,500
EV000447,RESIDENT_00264,2026-04-06,Sheng Siong,Groceries,5,500
EV001654,RESIDENT_00949,2026-04-24,Decathlon,Sports,15,1500
EV000755,RESIDENT_00444,2026-04-21,Cold Storage,Groceries,10,1000
EV001808,RESIDENT_01040,2026-05-04,Watsons,Health & Beauty,10,1000
EV001376,RESIDENT_00803,2026-06-29,Decathlon,Sports,15,1500
EV002336,RESIDENT_01346,2026-06-23,Guardian,Health & Beauty,10,1000
EV001452,RESIDENT_00840,2026-06-21,Decathlon,Sports,15,1500
EV002107,RESIDENT_01219,2026-05-12,Decathlon,Sports,10,1000
EV001987,RESIDENT_01150,2026-06-18,Decathlon,Sports,5,500
EV002194,RESIDENT_01266,2026-05-18,Decathlon,Sports,15,1500
EV001110,RESIDENT_00658,2026-06-03,Guardian,Health & Beauty,5,500
EV000104,RESIDENT_00060,2026-04-11,Guardian,Health & Beauty,10,1000
EV001504,RESIDENT_00871,2026-05-08,Cold Storage,Groceries,10,1000
EV002433,RESIDENT_01408,2026-06-23,Sheng Siong,Groceries,15,1500
EV002096,RESIDENT_01212,2026-06-19,Kopitiam,Food & Beverage,10,1000
EV000761,RESIDENT_00446,2026-04-03,Decathlon,Sports,10,1000
EV001191,RESIDENT_00703,2026-05-31,Watsons,Health & Beauty,10,1000
EV000155,RESIDENT_00089,2026-04-19,Guardian,Health & Beauty,5,500
EV002547,RESIDENT_01486,2026-04-15,Decathlon,Sports,5,500
EV000315,RESIDENT_00182,2026-04-02,Guardian,Health & Beauty,5,500
EV000233,RESIDENT_00137,2026-04-29,Cold Storage,Groceries,10,1000
EV000645,RESIDENT_00381,2026-06-13,Guardian,Health & Beauty,10,1000
EV000185,RESIDENT_00105,2026-06-15,Watsons,Health & Beauty,10,1000
EV001774,RESIDENT_01019,2026-05-24,Decathlon,Sports,10,1000
EV000703,RESIDENT_00414,2026-04-27,Kopitiam,Food & Beverage,5,500
EV000695,RESIDENT_00409,2026-06-15,Sheng Siong,Groceries,5,500
EV002041,RESIDENT_01177,2026-04-24,Decathlon,Sports,5,500
EV000664,RESIDENT_00391,2026-04-04,NTUC FairPrice,Groceries,10,1000
EV002358,RESIDENT_01363,2026-04-13,Sheng Siong,Groceries,5,500
EV000499,RESIDENT_00291,2026-06-26,Guardian,Health & Beauty,5,500
EV002007,RESIDENT_01158,2026-05-18,Cold Storage,Groceries,10,1000
EV001350,RESIDENT_00793,2026-05-28,Sheng Siong,Groceries,5,500
EV001609,RESIDENT_00929,2026-04-22,Kopitiam,Food & Beverage,2,200
EV000576,RESIDENT_00338,2026-04-05,Sheng Siong,Groceries,5,500
EV001414,RESIDENT_00826,2026-05-10,Guardian,Health & Beauty,5,500
EV000656,RESIDENT_00386,2026-05-06,Cold Storage,Groceries,10,1000
EV002521,RESIDENT_01470,2026-06-29,Watsons,Health & Beauty,10,1000
EV001630,RESIDENT_00937,2026-06-19,Guardian,Health & Beauty,5,500
EV002198,RESIDENT_01267,2026-06-02,Watsons,Health & Beauty,10,1000
EV000227,RESIDENT_00133,2026-06-06,Kopitiam,Food & Beverage,15,1500
EV000346,RESIDENT_00202,2026-05-28,NTUC FairPrice,Groceries,2,200
EV000152,RESIDENT_00088,2026-05-06,NTUC FairPrice,Groceries,5,500
EV000399,RESIDENT_00237,2026-05-20,NTUC FairPrice,Groceries,10,1000
EV001765,RESIDENT_01015,2026-05-26,NTUC FairPrice,Groceries,5,500
EV000561,RESIDENT_00329,2026-06-02,Decathlon,Sports,5,500
EV001263,RESIDENT_00747,2026-05-25,Kopitiam,Food & Beverage,5,500
EV001464,RESIDENT_00850,2026-04-08,Decathlon,Sports,5,500
EV000843,RESIDENT_00495,2026-04-10,Decathlon,Sports,10,1000
EV001969,RESIDENT_01142,2026-05-15,Sheng Siong,Groceries,5,500
EV001770,RESIDENT_01016,2026-04-24,Watsons,Health & Beauty,10,1000
EV000516,RESIDENT_00303,2026-05-24,Kopitiam,Food & Beverage,15,1500
EV000472,RESIDENT_00279,2026-05-16,Sheng Siong,Groceries,10,1000
EV001781,RESIDENT_01022,2026-04-17,Decathlon,Sports,10,1000
EV000876,RESIDENT_00521,2026-04-07,Decathlon,Sports,2,200
EV000401,RESIDENT_00238,2026-04-24,Sheng Siong,Groceries,10,1000
EV001631,RESIDENT_00938,2026-04-03,Watsons,Health & Beauty,5,500
EV001845,RESIDENT_01058,2026-05-26,Guardian,Health & Beauty,2,200
EV001286,RESIDENT_00756,2026-06-14,Kopitiam,Food & Beverage,10,1000
EV000554,RESIDENT_00324,2026-06-15,Kopitiam,Food & Beverage,10,1000
EV001722,RESIDENT_00982,2026-05-21,Cold Storage,Groceries,5,500
EV001355,RESIDENT_00794,2026-05-25,NTUC FairPrice,Groceries,15,1500
EV001113,RESIDENT_00660,2026-06-16,Guardian,Health & Beauty,5,500
EV002229,RESIDENT_01285,2026-04-13,Guardian,Health & Beauty,5,500
EV002070,RESIDENT_01196,2026-05-09,Sheng Siong,Groceries,2,200
EV002038,RESIDENT_01176,2026-06-20,Cold Storage,Groceries,5,500
EV000581,RESIDENT_00341,2026-04-24,Guardian,Health & Beauty,5,500
EV002117,RESIDENT_01222,2026-06-24,Decathlon,Sports,2,200
EV000830,RESIDENT_00485,2026-05-10,Guardian,Health & Beauty,5,500
EV000825,RESIDENT_00479,2026-05-14,Cold Storage,Groceries,2,200
EV000191,RESIDENT_00107,2026-05-19,Watsons,Health & Beauty,10,1000
EV002147,RESIDENT_01247,2026-06-15,Watsons,Health & Beauty,5,500
EV000184,RESIDENT_00104,2026-04-30,NTUC FairPrice,Groceries,5,500
EV001400,RESIDENT_00814,2026-05-05,NTUC FairPrice,Groceries,10,1000
EV000343,RESIDENT_00201,2026-04-14,Guardian,Health & Beauty,15,1500
EV000848,RESIDENT_00500,2026-05-05,Cold Storage,Groceries,5,500
EV002350,RESIDENT_01358,2026-04-15,Decathlon,Sports,15,1500
EV001248,RESIDENT_00738,2026-06-14,Watsons,Health & Beauty,2,200
EV002129,RESIDENT_01233,2026-04-07,Guardian,Health & Beauty,10,1000
EV002435,RESIDENT_01409,2026-04-16,Decathlon,Sports,5,500
EV000389,RESIDENT_00232,2026-04-02,Sheng Siong,Groceries,15,1500
EV002470,RESIDENT_01434,2026-05-29,Guardian,Health & Beauty,10,1000
EV002370,RESIDENT_01370,2026-04-16,NTUC FairPrice,Groceries,15,1500
EV002060,RESIDENT_01191,2026-04-05,Cold Storage,Groceries,10,1000
EV002421,RESIDENT_01396,2026-05-19,Watsons,Health & Beauty,5,500
EV001259,RESIDENT_00747,2026-04-16,Sheng Siong,Groceries,15,1500
EV000556,RESIDENT_00326,2026-04-13,Decathlon,Sports,10,1000
EV002110,RESIDENT_01220,2026-04-10,Watsons,Health & Beauty,10,1000
EV001716,RESIDENT_00980,2026-05-08,Kopitiam,Food & Beverage,15,1500
EV001430,RESIDENT_00832,2026-05-10,NTUC FairPrice,Groceries,15,1500
EV001759,RESIDENT_01010,2026-04-07,Sheng Siong,Groceries,10,1000
EV000332,RESIDENT_00196,2026-06-06,Kopitiam,Food & Beverage,2,200
EV002113,RESIDENT_01221,2026-05-03,Kopitiam,Food & Beverage,5,500
EV001968,RESIDENT_01142,2026-05-12,Decathlon,Sports,10,1000
EV000001,RESIDENT_00001,2026-04-17,Watsons,Health & Beauty,10,1000
EV000730,RESIDENT_00432,2026-06-01,Kopitiam,Food & Beverage,5,500
EV000424,RESIDENT_00251,2026-04-14,Cold Storage,Groceries,5,500
EV001183,RESIDENT_00699,2026-04-15,Watsons,Health & Beauty,5,500
EV002352,RESIDENT_01359,2026-04-17,Sheng Siong,Groceries,5,500
EV000362,RESIDENT_00209,2026-05-11,Decathlon,Sports,15,1500
EV001665,RESIDENT_00954,2026-04-06,Guardian,Health & Beauty,2,200
EV000225,RESIDENT_00132,2026-05-13,Watsons,Health & Beauty,2,200
EV000610,RESIDENT_00363,2026-05-19,Kopitiam,Food & Beverage,10,1000
EV000096,RESIDENT_00054,2026-06-21,NTUC FairPrice,Groceries,5,500
EV001588,RESIDENT_00918,2026-05-24,Watsons,Health & Beauty,5,500
EV001406,RESIDENT_00818,2026-05-08,Guardian,Health & Beauty,5,500
EV002027,RESIDENT_01169,2026-04-24,NTUC FairPrice,Groceries,5,500
EV000423,RESIDENT_00251,2026-04-17,NTUC FairPrice,Groceries,2,200
EV000698,RESIDENT_00411,2026-05-27,Guardian,Health & Beauty,5,500
EV000421,RESIDENT_00249,2026-05-30,NTUC FairPrice,Groceries,15,1500
EV001880,RESIDENT_01085,2026-04-04,Guardian,Health & Beauty,5,500
EV000340,RESIDENT_00199,2026-04-10,NTUC FairPrice,Groceries,5,500
EV001548,RESIDENT_00894,2026-06-26,Guardian,Health & Beauty,5,500
EV002059,RESIDENT_01191,2026-04-19,Watsons,Health & Beauty,10,1000
EV000169,RESIDENT_00097,2026-04-11,NTUC FairPrice,Groceries,15,1500
EV001484,RESIDENT_00863,2026-04-21,NTUC FairPrice,Groceries,5,500
EV001567,RESIDENT_00906,2026-04-11,NTUC FairPrice,Groceries,10,1000
EV000431,RESIDENT_00255,2026-05-13,Guardian,Health & Beauty,5,500
EV000467,RESIDENT_00275,2026-05-16,Sheng Siong,Groceries,10,1000
EV002024,RESIDENT_01167,2026-04-09,NTUC FairPrice,Groceries,2,200
EV001308,RESIDENT_00773,2026-04-03,Sheng Siong,Groceries,2,200
EV000325,RESIDENT_00191,2026-05-26,Sheng Siong,Groceries,15,1500
EV001219,RESIDENT_00716,2026-04-16,Guardian,Health & Beauty,5,500
EV000506,RESIDENT_00297,2026-04-11,NTUC FairPrice,Groceries,15,1500
EV000142,RESIDENT_00083,2026-06-26,Guardian,Health & Beauty,2,200
EV000776,RESIDENT_00453,2026-06-13,Watsons,Health & Beauty,2,200
EV001099,RESIDENT_00652,2026-05-11,Decathlon,Sports,10,1000
EV001142,RESIDENT_00678,2026-06-07,Sheng Siong,Groceries,15,1500
EV001270,RESIDENT_00750,2026-05-03,Watsons,Health & Beauty,5,500
EV002551,RESIDENT_01488,2026-04-19,Kopitiam,Food & Beverage,5,500
EV000784,RESIDENT_00457,2026-05-27,Guardian,Health & Beauty,2,200
EV002245,RESIDENT_01292,2026-06-15,NTUC FairPrice,Groceries,10,1000
EV001933,RESIDENT_01122,2026-06-14,Watsons,Health & Beauty,10,1000
EV001905,RESIDENT_01105,2026-06-03,Watsons,Health & Beauty,5,500
EV001580,RESIDENT_00915,2026-04-04,Sheng Siong,Groceries,2,200
EV001858,RESIDENT_01071,2026-04-01,Guardian,Health & Beauty,2,200
EV000920,RESIDENT_00544,2026-05-24,NTUC FairPrice,Groceries,10,1000
EV001888,RESIDENT_01091,2026-06-23,Guardian,Health & Beauty,2,200
EV000691,RESIDENT_00408,2026-04-13,NTUC FairPrice,Groceries,2,200
EV001571,RESIDENT_00908,2026-04-13,Sheng Siong,Groceries,5,500
EV000804,RESIDENT_00467,2026-06-06,Cold Storage,Groceries,10,1000
EV000159,RESIDENT_00091,2026-05-20,Decathlon,Sports,10,1000
EV000632,RESIDENT_00371,2026-06-18,Decathlon,Sports,15,1500
EV000289,RESIDENT_00165,2026-05-03,Sheng Siong,Groceries,10,1000
EV002160,RESIDENT_01254,2026-05-22,Decathlon,Sports,15,1500
EV001683,RESIDENT_00962,2026-05-28,Decathlon,Sports,15,1500
EV000132,RESIDENT_00078,2026-06-08,Cold Storage,Groceries,5,500
EV000461,RESIDENT_00273,2026-06-21,Cold Storage,Groceries,10,1000
EV000844,RESIDENT_00499,2026-05-18,Cold Storage,Groceries,5,500
EV001594,RESIDENT_00923,2026-05-21,NTUC FairPrice,Groceries,10,1000
EV000222,RESIDENT_00131,2026-05-06,Kopitiam,Food & Beverage,5,500
EV001135,RESIDENT_00675,2026-05-24,Cold Storage,Groceries,5,500
EV001380,RESIDENT_00804,2026-04-29,Watsons,Health & Beauty,15,1500
EV000716,RESIDENT_00422,2026-05-25,Cold Storage,Groceries,5,500
EV000183,RESIDENT_00103,2026-06-27,Kopitiam,Food & Beverage,10,1000
EV000059,RESIDENT_00029,2026-06-14,Decathlon,Sports,15,1500
EV000589,RESIDENT_00345,2026-04-13,Watsons,Health & Beauty,2,200
EV001929,RESIDENT_01120,2026-04-06,Kopitiam,Food & Beverage,5,500
EV001083,RESIDENT_00642,2026-05-14,Watsons,Health & Beauty,10,1000
EV002067,RESIDENT_01194,2026-04-24,Cold Storage,Groceries,5,500
EV001138,RESIDENT_00677,2026-06-11,Decathlon,Sports,5,500
EV001922,RESIDENT_01116,2026-04-27,Sheng Siong,Groceries,5,500
EV000003,RESIDENT_00002,2026-05-29,NTUC FairPrice,Groceries,10,1000
EV000918,RESIDENT_00542,2026-05-31,Cold Storage,Groceries,5,500
EV001574,RESIDENT_00909,2026-05-05,Decathlon,Sports,15,1500
EV001442,RESIDENT_00836,2026-06-09,NTUC FairPrice,Groceries,15,1500
EV000305,RESIDENT_00176,2026-06-14,Sheng Siong,Groceries,2,200
EV001160,RESIDENT_00686,2026-04-18,Sheng Siong,Groceries,2,200
EV001691,RESIDENT_00967,2026-05-15,Kopitiam,Food & Beverage,2,200
EV002207,RESIDENT_01270,2026-04-22,Guardian,Health & Beauty,10,1000
EV001434,RESIDENT_00832,2026-05-06,Guardian,Health & Beauty,15,1500
EV002550,RESIDENT_01488,2026-05-09,Cold Storage,Groceries,10,1000
EV001437,RESIDENT_00835,2026-05-16,NTUC FairPrice,Groceries,5,500
EV002089,RESIDENT_01205,2026-06-06,Kopitiam,Food & Beverage,5,500
EV001128,RESIDENT_00668,2026-06-30,Sheng Siong,Groceries,10,1000
EV001093,RESIDENT_00648,2026-05-16,Watsons,Health & Beauty,5,500
EV001220,RESIDENT_00717,2026-04-02,Sheng Siong,Groceries,2,200
EV000280,RESIDENT_00161,2026-05-11,Guardian,Health & Beauty,5,500
EV000514,RESIDENT_00303,2026-04-24,NTUC FairPrice,Groceries,10,1000
EV000680,RESIDENT_00403,2026-04-07,Kopitiam,Food & Beverage,5,500
EV000018,RESIDENT_00010,2026-04-25,Watsons,Health & Beauty,15,1500
EV000780,RESIDENT_00455,2026-05-20,Cold Storage,Groceries,2,200
EV000860,RESIDENT_00507,2026-05-16,Watsons,Health & Beauty,2,200
EV001795,RESIDENT_01033,2026-06-25,Sheng Siong,Groceries,10,1000
EV000750,RESIDENT_00441,2026-04-02,Watsons,Health & Beauty,10,1000
EV002444,RESIDENT_01416,2026-05-14,Sheng Siong,Groceries,10,1000
EV002419,RESIDENT_01396,2026-06-16,Watsons,Health & Beauty,15,1500
EV000382,RESIDENT_00230,2026-06-17,Decathlon,Sports,5,500
EV000685,RESIDENT_00407,2026-06-21,Kopitiam,Food & Beverage,5,500
EV001584,RESIDENT_00916,2026-05-19,NTUC FairPrice,Groceries,5,500
EV000790,RESIDENT_00461,2026-06-07,Sheng Siong,Groceries,2,200
EV000119,RESIDENT_00071,2026-06-22,Cold Storage,Groceries,2,200
EV000631,RESIDENT_00371,2026-04-23,Kopitiam,Food & Beverage,10,1000
EV001417,RESIDENT_00826,2026-06-21,Cold Storage,Groceries,5,500
EV001945,RESIDENT_01129,2026-04-25,Kopitiam,Food & Beverage,10,1000
EV002285,RESIDENT_01313,2026-05-19,NTUC FairPrice,Groceries,10,1000
EV001841,RESIDENT_01056,2026-05-28,Sheng Siong,Groceries,10,1000
EV000180,RESIDENT_00102,2026-06-17,Cold Storage,Groceries,10,1000
EV000084,RESIDENT_00046,2026-06-28,NTUC FairPrice,Groceries,10,1000
EV001095,RESIDENT_00650,2026-06-12,Watsons,Health & Beauty,5,500
EV002546,RESIDENT_01486,2026-06-22,Watsons,Health & Beauty,10,1000
EV001521,RESIDENT_00880,2026-06-17,NTUC FairPrice,Groceries,5,500
EV001328,RESIDENT_00781,2026-05-08,Decathlon,Sports,10,1000
EV002316,RESIDENT_01332,2026-05-17,Sheng Siong,Groceries,5,500
EV002399,RESIDENT_01387,2026-05-01,Decathlon,Sports,10,1000
EV001422,RESIDENT_00829,2026-05-28,Sheng Siong,Groceries,10,1000
EV001730,RESIDENT_00988,2026-04-26,Cold Storage,Groceries,10,1000
EV002390,RESIDENT_01382,2026-06-18,Kopitiam,Food & Beverage,5,500
EV000785,RESIDENT_00458,2026-05-20,Sheng Siong,Groceries,2,200
EV002465,RESIDENT_01429,2026-05-07,Kopitiam,Food & Beverage,5,500
EV002426,RESIDENT_01401,2026-06-29,Cold Storage,Groceries,10,1000
EV002152,RESIDENT_01248,2026-04-05,Kopitiam,Food & Beverage,10,1000
EV000512,RESIDENT_00300,2026-05-07,Decathlon,Sports,15,1500
EV002487,RESIDENT_01444,2026-05-02,Sheng Siong,Groceries,10,1000
EV001624,RESIDENT_00936,2026-04-25,Watsons,Health & Beauty,2,200
EV000054,RESIDENT_00025,2026-04-23,Watsons,Health & Beauty,5,500
EV001529,RESIDENT_00884,2026-06-02,Guardian,Health & Beauty,5,500
EV000301,RESIDENT_00174,2026-05-30,Sheng Siong,Groceries,5,500
EV000635,RESIDENT_00374,2026-05-21,Cold Storage,Groceries,5,500
EV000318,RESIDENT_00186,2026-04-08,Cold Storage,Groceries,2,200
EV000751,RESIDENT_00441,2026-04-02,Watsons,Health & Beauty,15,1500
EV000824,RESIDENT_00478,2026-05-14,Sheng Siong,Groceries,2,200
EV002472,RESIDENT_01437,2026-04-02,Kopitiam,Food & Beverage,15,1500
EV000252,RESIDENT_00148,2026-05-22,Kopitiam,Food & Beverage,10,1000
EV000020,RESIDENT_00013,2026-06-01,Decathlon,Sports,5,500
EV001864,RESIDENT_01075,2026-06-25,NTUC FairPrice,Groceries,5,500
EV000129,RESIDENT_00076,2026-06-06,Sheng Siong,Groceries,2,200
EV001124,RESIDENT_00665,2026-05-31,Cold Storage,Groceries,5,500
EV001501,RESIDENT_00870,2026-06-01,Cold Storage,Groceries,5,500
EV002222,RESIDENT_01282,2026-06-24,Guardian,Health & Beauty,5,500
EV000008,RESIDENT_00004,2026-06-15,Cold Storage,Groceries,15,1500
EV000660,RESIDENT_00389,2026-06-25,Sheng Siong,Groceries,5,500
EV000095,RESIDENT_00054,2026-04-07,Guardian,Health & Beauty,10,1000
EV001789,RESIDENT_01029,2026-05-21,Guardian,Health & Beauty,15,1500
EV001131,RESIDENT_00671,2026-05-06,Kopitiam,Food & Beverage,5,500
EV002154,RESIDENT_01251,2026-04-22,Kopitiam,Food & Beverage,5,500
EV000827,RESIDENT_00479,2026-05-08,Kopitiam,Food & Beverage,10,1000
EV002138,RESIDENT_01239,2026-05-16,Guardian,Health & Beauty,5,500
EV001353,RESIDENT_00794,2026-06-19,Kopitiam,Food & Beverage,5,500
EV000897,RESIDENT_00532,2026-06-16,Decathlon,Sports,5,500
EV001661,RESIDENT_00951,2026-04-25,Decathlon,Sports,10,1000
EV001740,RESIDENT_00991,2026-06-01,Watsons,Health & Beauty,15,1500
EV000260,RESIDENT_00150,2026-05-29,Decathlon,Sports,5,500
EV001895,RESIDENT_01098,2026-04-23,Watsons,Health & Beauty,2,200
EV000932,RESIDENT_00551,2026-06-05,Cold Storage,Groceries,5,500
EV000015,RESIDENT_00007,2026-05-14,Decathlon,Sports,2,200
EV002011,RESIDENT_01159,2026-04-13,Cold Storage,Groceries,10,1000
EV001249,RESIDENT_00738,2026-06-06,Watsons,Health & Beauty,5,500
EV000709,RESIDENT_00417,2026-05-24,NTUC FairPrice,Groceries,5,500
EV002286,RESIDENT_01314,2026-05-11,Guardian,Health & Beauty,10,1000
EV000700,RESIDENT_00413,2026-05-20,Watsons,Health & Beauty,10,1000
EV002366,RESIDENT_01366,2026-04-01,Watsons,Health & Beauty,15,1500
EV002310,RESIDENT_01329,2026-04-23,Sheng Siong,Groceries,5,500
EV002492,RESIDENT_01448,2026-06-15,Decathlon,Sports,15,1500
EV002451,RESIDENT_01420,2026-06-05,Cold Storage,Groceries,10,1000
