resident_id,log_date,meal_type,food_item,calories,healthier_choice_flag
RESIDENT_01225,2026-06-20,Dinner,Chicken rice,570,N
RESIDENT_01452,2026-05-08,Snack,Oats & berries,134,Y
RESIDENT_00010,2026-06-14,Breakfast,Nasi lemak,476,N
RESIDENT_00024,2026-06-14,Snack,Salad bowl,123,Y
RESIDENT_01152,2026-05-07,Dinner,Laksa,786,N
RESIDENT_00011,2026-06-30,Breakfast,Fried bee hoon,604,N
RESIDENT_00487,2026-04-24,Snack,Fried bee hoon,825,N
RESIDENT_00262,2026-04-24,Breakfast,Steamed fish & veg,414,Y
RESIDENT_01317,2026-05-19,Snack,Fruit bowl,302,Y
RESIDENT_00880,2026-04-08,Dinner,Laksa,826,N
RESIDENT_00127,2026-05-05,Snack,Wholegrain cereal,212,Y
RESIDENT_01340,2026-04-07,Snack,Salad bowl,411,Y
RESIDENT_01184,2026-04-29,Snack,Fruit bowl,168,Y
RESIDENT_00999,2026-06-22,Dinner,Nasi lemak,494,N
RESIDENT_00987,2026-04-16,Dinner,Oats & berries,303,Y
RESIDENT_01016,2026-05-16,Breakfast,Thunder tea rice,251,Y
RESIDENT_00923,2026-04-22,Breakfast,Chicken rice,493,N
RESIDENT_01189,2026-06-03,Dinner,Fried bee hoon,730,N
RESIDENT_00578,2026-04-27,Breakfast,Char kway teow,637,N
RESIDENT_00411,2026-05-20,Snack,Fruit bowl,238,Y
RESIDENT_00231,2026-06-24,Snack,Nasi lemak,615,N
RESIDENT_00767,2026-06-29,Breakfast,Steamed fish & veg,241,Y
RESIDENT_00987,2026-05-10,Dinner,Laksa,551,N
RESIDENT_00873,2026-05-09,Lunch,Bubble tea,553,N
RESIDENT_00980,2026-04-14,Breakfast,Laksa,499,N
RESIDENT_01268,2026-05-22,Lunch,Laksa,782,N
RESIDENT_01318,2026-04-22,Dinner,Char kway teow,766,N
RESIDENT_00486,2026-05-09,Snack,Roti prata,660,N
RESIDENT_00880,2026-05-04,Dinner,Roti prata,650,N
RESIDENT_01315,2026-06-13,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00364,2026-04-12,Snack,Salad bowl,201,Y
RESIDENT_00687,2026-04-06,Dinner,Thunder tea rice,169,Y
RESIDENT_00315,2026-05-15,Snack,Laksa,457,N
RESIDENT_01107,2026-04-14,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00008,2026-04-21,Lunch,Yong tau foo (soup),224,Y
RESIDENT_00416,2026-05-08,Dinner,Thunder tea rice,151,Y
RESIDENT_00800,2026-04-12,Dinner,Laksa,825,N
RESIDENT_00233,2026-04-09,Dinner,Thunder tea rice,395,Y
RESIDENT_00290,2026-05-08,Snack,Yong tau foo (soup),382,Y
RESIDENT_01130,2026-06-12,Dinner,Char kway teow,527,N
RESIDENT_00404,2026-06-18,Breakfast,Fried bee hoon,495,N
RESIDENT_00451,2026-05-27,Dinner,Wholegrain cereal,410,Y
RESIDENT_00269,2026-04-24,Dinner,Char kway teow,543,N
RESIDENT_00048,2026-05-12,Snack,Chicken rice,618,N
RESIDENT_00881,2026-06-03,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00747,2026-05-04,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00290,2026-06-23,Breakfast,Oats & berries,318,Y
RESIDENT_00460,2026-06-13,Dinner,Salad bowl,311,Y
RESIDENT_00613,2026-04-30,Dinner,Fried bee hoon,710,N
RESIDENT_00714,2026-04-03,Snack,Nasi lemak,829,N
RESIDENT_00791,2026-05-23,Lunch,Char kway teow,731,N
RESIDENT_01113,2026-05-10,Lunch,Char kway teow,841,N
RESIDENT_01284,2026-04-13,Dinner,Laksa,634,N
RESIDENT_00643,2026-06-19,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01398,2026-06-17,Lunch,Steamed fish & veg,319,Y
RESIDENT_01461,2026-06-27,Breakfast,Fried bee hoon,603,N
RESIDENT_00881,2026-06-01,Snack,Bubble tea,482,N
RESIDENT_00105,2026-04-30,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01419,2026-06-27,Lunch,Thunder tea rice,222,Y
RESIDENT_00844,2026-04-12,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00757,2026-06-18,Snack,Wholegrain cereal,404,Y
RESIDENT_00227,2026-06-09,Snack,Steamed fish & veg,171,Y
RESIDENT_00822,2026-06-26,Lunch,Yong tau foo (soup),342,Y
RESIDENT_01187,2026-04-27,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00533,2026-05-07,Lunch,Nasi lemak,597,N
RESIDENT_00241,2026-04-26,Breakfast,Laksa,604,N
RESIDENT_01500,2026-06-16,Lunch,Yong tau foo (soup),380,Y
RESIDENT_00726,2026-04-21,Breakfast,Oats & berries,240,Y
RESIDENT_01077,2026-05-12,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00341,2026-04-04,Breakfast,Char kway teow,538,N
RESIDENT_00530,2026-05-24,Lunch,Nasi lemak,552,N
RESIDENT_00780,2026-05-27,Dinner,Chicken rice,559,N
RESIDENT_01041,2026-05-12,Breakfast,Bubble tea,571,N
RESIDENT_00207,2026-06-02,Breakfast,Yong tau foo (soup),382,Y
RESIDENT_00257,2026-04-12,Lunch,Steamed fish & veg,256,Y
RESIDENT_00845,2026-06-02,Lunch,Steamed fish & veg,174,Y
RESIDENT_01175,2026-05-29,Dinner,Thunder tea rice,125,Y
RESIDENT_01155,2026-04-28,Lunch,Yong tau foo (soup),412,Y
RESIDENT_00917,2026-06-13,Breakfast,Fried bee hoon,729,N
RESIDENT_00081,2026-06-30,Dinner,Chicken rice,652,N
RESIDENT_00573,2026-04-04,Dinner,Fried bee hoon,734,N
RESIDENT_01190,2026-04-05,Dinner,Yong tau foo (soup),389,Y
RESIDENT_00624,2026-06-14,Breakfast,Steamed fish & veg,176,Y
RESIDENT_00971,2026-05-16,Lunch,Roti prata,722,N
RESIDENT_01461,2026-04-12,Dinner,Salad bowl,298,Y
RESIDENT_00425,2026-05-04,Dinner,Thunder tea rice,205,Y
RESIDENT_01122,2026-04-15,Lunch,Chicken rice,645,N
RESIDENT_00808,2026-05-30,Snack,Fruit bowl,180,Y
RESIDENT_00443,2026-06-17,Dinner,Laksa,601,N
RESIDENT_01121,2026-06-04,Lunch,Salad bowl,314,Y
RESIDENT_01038,2026-04-04,Breakfast,Fried bee hoon,761,N
RESIDENT_00019,2026-04-28,Breakfast,Yong tau foo (soup),174,Y
RESIDENT_00152,2026-04-02,Snack,Fruit bowl,138,Y
RESIDENT_00097,2026-05-28,Snack,Char kway teow,483,N
RESIDENT_01279,2026-06-28,Dinner,Char kway teow,794,N
RESIDENT_00771,2026-05-15,Lunch,Nasi lemak,652,N
RESIDENT_00829,2026-06-18,Snack,Nasi lemak,594,N
RESIDENT_00577,2026-04-30,Snack,Steamed fish & veg,202,Y
RESIDENT_01063,2026-04-19,Lunch,Salad bowl,298,Y
RESIDENT_01227,2026-06-01,Breakfast,Fried bee hoon,459,N
RESIDENT_00053,2026-06-04,Snack,Char kway teow,800,N
RESIDENT_01290,2026-04-30,Breakfast,Steamed fish & veg,197,Y
RESIDENT_01152,2026-05-13,Breakfast,Steamed fish & veg,254,Y
RESIDENT_00619,2026-04-21,Dinner,Fried bee hoon,599,N
RESIDENT_01101,2026-05-02,Snack,Fruit bowl,189,Y
RESIDENT_01234,2026-04-06,Breakfast,Salad bowl,203,Y
RESIDENT_01082,2026-05-10,Breakfast,Laksa,680,N
RESIDENT_00205,2026-05-22,Breakfast,Oats & berries,216,Y
RESIDENT_00181,2026-04-18,Dinner,Char kway teow,778,N
RESIDENT_00845,2026-06-20,Snack,Yong tau foo (soup),120,Y
RESIDENT_01462,2026-04-25,Breakfast,Chicken rice,744,N
RESIDENT_00336,2026-04-10,Lunch,Steamed fish & veg,253,Y
RESIDENT_00100,2026-06-22,Lunch,Steamed fish & veg,316,Y
RESIDENT_00437,2026-06-14,Lunch,Yong tau foo (soup),322,Y
RESIDENT_00320,2026-04-13,Dinner,Wholegrain cereal,348,Y
RESIDENT_00451,2026-05-14,Lunch,Roti prata,594,N
RESIDENT_01324,2026-06-04,Lunch,Laksa,518,N
RESIDENT_00202,2026-06-17,Snack,Laksa,532,N
RESIDENT_01118,2026-05-14,Lunch,Yong tau foo (soup),260,Y
RESIDENT_01262,2026-04-01,Snack,Laksa,672,N
RESIDENT_00296,2026-04-21,Dinner,Fried bee hoon,513,N
RESIDENT_01168,2026-05-03,Breakfast,Bubble tea,739,N
RESIDENT_00267,2026-06-04,Lunch,Wholegrain cereal,303,Y
RESIDENT_00413,2026-06-20,Lunch,Nasi lemak,553,N
RESIDENT_01199,2026-04-13,Breakfast,Salad bowl,258,Y
RESIDENT_00051,2026-04-04,Dinner,Thunder tea rice,346,Y
RESIDENT_00083,2026-04-15,Dinner,Fried bee hoon,460,N
RESIDENT_00139,2026-04-11,Breakfast,Chicken rice,626,N
RESIDENT_00577,2026-06-06,Lunch,Yong tau foo (soup),394,Y
RESIDENT_00015,2026-06-02,Dinner,Bubble tea,709,N
RESIDENT_00852,2026-05-09,Snack,Yong tau foo (soup),340,Y
RESIDENT_01003,2026-06-17,Dinner,Roti prata,844,N
RESIDENT_01311,2026-05-21,Snack,Roti prata,650,N
RESIDENT_01038,2026-06-01,Snack,Wholegrain cereal,263,Y
RESIDENT_00011,2026-04-11,Snack,Chicken rice,784,N
RESIDENT_01151,2026-05-05,Lunch,Yong tau foo (soup),332,Y
RESIDENT_00788,2026-04-07,Breakfast,Wholegrain cereal,305,Y
RESIDENT_00162,2026-04-26,Dinner,Char kway teow,632,N
RESIDENT_01256,2026-04-24,Dinner,Fried bee hoon,611,N
RESIDENT_00561,2026-05-20,Breakfast,Roti prata,812,N
RESIDENT_00405,2026-05-26,Breakfast,Oats & berries,168,Y
RESIDENT_00189,2026-04-19,Breakfast,Nasi lemak,687,N
RESIDENT_00853,2026-04-09,Breakfast,Fruit bowl,286,Y
RESIDENT_00762,2026-05-31,Breakfast,Fried bee hoon,746,N
RESIDENT_00076,2026-06-28,Dinner,Bubble tea,818,N
RESIDENT_00791,2026-06-27,Snack,Yong tau foo (soup),135,Y
RESIDENT_00768,2026-05-17,Breakfast,Thunder tea rice,258,Y
RESIDENT_00831,2026-04-07,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00673,2026-04-12,Snack,Thunder tea rice,329,Y
RESIDENT_00809,2026-06-16,Snack,Chicken rice,488,N
RESIDENT_01409,2026-05-09,Lunch,Oats & berries,377,Y
RESIDENT_00985,2026-04-28,Snack,Fried bee hoon,613,N
RESIDENT_00748,2026-05-14,Dinner,Fried bee hoon,551,N
RESIDENT_00391,2026-06-01,Dinner,Roti prata,821,N
RESIDENT_00790,2026-06-28,Dinner,Steamed fish & veg,379,Y
RESIDENT_00033,2026-05-16,Snack,Roti prata,787,N
RESIDENT_01089,2026-04-23,Dinner,Thunder tea rice,402,Y
RESIDENT_00818,2026-06-20,Lunch,Fruit bowl,331,Y
RESIDENT_00934,2026-06-04,Snack,Fried bee hoon,786,N
RESIDENT_00811,2026-04-16,Lunch,Steamed fish & veg,365,Y
RESIDENT_01485,2026-05-16,Lunch,Thunder tea rice,252,Y
RESIDENT_00018,2026-06-01,Dinner,Yong tau foo (soup),120,Y
RESIDENT_00806,2026-04-10,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00787,2026-06-06,Dinner,Salad bowl,313,Y
RESIDENT_00269,2026-04-13,Dinner,Chicken rice,648,N
RESIDENT_00543,2026-06-29,Dinner,Char kway teow,774,N
RESIDENT_00021,2026-06-12,Breakfast,Chicken rice,511,N
RESIDENT_00367,2026-04-17,Breakfast,Yong tau foo (soup),404,Y
RESIDENT_01141,2026-04-17,Snack,Roti prata,666,N
RESIDENT_00850,2026-04-24,Dinner,Fruit bowl,182,Y
RESIDENT_00857,2026-05-27,Dinner,Fried bee hoon,729,N
RESIDENT_00975,2026-04-03,Snack,Wholegrain cereal,280,Y
RESIDENT_00336,2026-04-12,Lunch,Nasi lemak,824,N
RESIDENT_00840,2026-05-06,Lunch,Salad bowl,184,Y
RESIDENT_00486,2026-06-29,Breakfast,Fried bee hoon,478,N
RESIDENT_00231,2026-06-09,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00818,2026-05-18,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00266,2026-06-21,Snack,Oats & berries,389,Y
RESIDENT_01494,2026-06-18,Snack,Fried bee hoon,641,N
RESIDENT_01442,2026-05-19,Breakfast,Yong tau foo (soup),174,Y
RESIDENT_01107,2026-04-08,Lunch,Bubble tea,822,N
RESIDENT_01330,2026-05-18,Snack,Char kway teow,762,N
RESIDENT_01044,2026-05-21,Snack,Thunder tea rice,418,Y
RESIDENT_00652,2026-05-09,Snack,Fruit bowl,386,Y
RESIDENT_00920,2026-06-08,Breakfast,Salad bowl,176,Y
RESIDENT_00238,2026-04-11,Dinner,Wholegrain cereal,243,Y
RESIDENT_01029,2026-05-01,Breakfast,Oats & berries,175,Y
RESIDENT_01449,2026-04-20,Breakfast,Fried bee hoon,579,N
RESIDENT_00706,2026-06-21,Breakfast,Nasi lemak,842,N
RESIDENT_01085,2026-05-10,Dinner,Wholegrain cereal,232,Y
RESIDENT_00090,2026-06-19,Dinner,Bubble tea,735,N
RESIDENT_00307,2026-06-25,Breakfast,Fruit bowl,274,Y
RESIDENT_00681,2026-06-01,Lunch,Fried bee hoon,536,N
RESIDENT_00097,2026-06-01,Breakfast,Laksa,466,N
RESIDENT_00334,2026-04-30,Snack,Fruit bowl,363,Y
RESIDENT_00338,2026-05-12,Breakfast,Chicken rice,657,N
RESIDENT_01235,2026-05-14,Lunch,Nasi lemak,654,N
RESIDENT_01305,2026-04-24,Breakfast,Fruit bowl,373,Y
RESIDENT_01424,2026-05-11,Dinner,Oats & berries,412,Y
RESIDENT_01483,2026-04-16,Breakfast,Fried bee hoon,631,N
RESIDENT_00929,2026-06-13,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01112,2026-06-11,Lunch,Steamed fish & veg,313,Y
RESIDENT_00882,2026-05-22,Lunch,Thunder tea rice,389,Y
RESIDENT_00441,2026-05-24,Lunch,Chicken rice,548,N
RESIDENT_01449,2026-05-01,Dinner,Yong tau foo (soup),209,Y
RESIDENT_01047,2026-04-07,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01260,2026-06-20,Snack,Oats & berries,292,Y
RESIDENT_01227,2026-06-03,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01341,2026-06-12,Snack,Kopi-O (no sugar),5,Y
RESIDENT_01457,2026-06-12,Breakfast,Oats & berries,121,Y
RESIDENT_00524,2026-06-16,Lunch,Oats & berries,313,Y
RESIDENT_00905,2026-04-25,Lunch,Bubble tea,695,N
RESIDENT_00179,2026-06-18,Dinner,Chicken rice,843,N
RESIDENT_01192,2026-06-11,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00324,2026-06-15,Dinner,Laksa,514,N
RESIDENT_00377,2026-05-25,Dinner,Salad bowl,196,Y
RESIDENT_01287,2026-04-11,Lunch,Roti prata,637,N
RESIDENT_01305,2026-04-26,Dinner,Wholegrain cereal,347,Y
RESIDENT_00404,2026-04-25,Breakfast,Fried bee hoon,551,N
RESIDENT_01293,2026-06-15,Lunch,Steamed fish & veg,128,Y
RESIDENT_01300,2026-04-02,Snack,Salad bowl,291,Y
RESIDENT_01260,2026-06-27,Dinner,Laksa,470,N
RESIDENT_00090,2026-06-25,Dinner,Yong tau foo (soup),287,Y
RESIDENT_00976,2026-06-27,Breakfast,Yong tau foo (soup),274,Y
RESIDENT_00626,2026-05-09,Dinner,Roti prata,633,N
RESIDENT_01464,2026-04-13,Snack,Chicken rice,466,N
RESIDENT_01041,2026-06-29,Breakfast,Bubble tea,797,N
RESIDENT_00310,2026-05-31,Lunch,Wholegrain cereal,176,Y
RESIDENT_00521,2026-05-27,Snack,Oats & berries,159,Y
RESIDENT_00206,2026-04-26,Breakfast,Char kway teow,845,N
RESIDENT_00678,2026-06-29,Snack,Steamed fish & veg,364,Y
RESIDENT_00425,2026-06-23,Dinner,Salad bowl,168,Y
RESIDENT_00115,2026-05-17,Breakfast,Fried bee hoon,528,N
RESIDENT_00260,2026-06-05,Snack,Roti prata,503,N
RESIDENT_00338,2026-06-27,Snack,Char kway teow,659,N
RESIDENT_00141,2026-06-20,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00257,2026-05-01,Breakfast,Steamed fish & veg,168,Y
RESIDENT_00264,2026-04-19,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00730,2026-06-29,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01127,2026-04-12,Breakfast,Wholegrain cereal,252,Y
RESIDENT_01305,2026-05-18,Dinner,Laksa,634,N
RESIDENT_01099,2026-05-02,Breakfast,Roti prata,699,N
RESIDENT_00466,2026-04-24,Breakfast,Wholegrain cereal,381,Y
RESIDENT_00143,2026-05-10,Breakfast,Char kway teow,772,N
RESIDENT_01238,2026-05-05,Breakfast,Nasi lemak,507,N
RESIDENT_00629,2026-06-14,Snack,Chicken rice,577,N
RESIDENT_01141,2026-06-12,Dinner,Chicken rice,737,N
RESIDENT_00870,2026-05-19,Breakfast,Oats & berries,286,Y
RESIDENT_00320,2026-06-15,Lunch,Fruit bowl,280,Y
RESIDENT_01479,2026-04-19,Snack,Oats & berries,216,Y
RESIDENT_00305,2026-05-17,Breakfast,Steamed fish & veg,224,Y
RESIDENT_00845,2026-06-28,Lunch,Yong tau foo (soup),383,Y
RESIDENT_00937,2026-06-22,Breakfast,Nasi lemak,747,N
RESIDENT_00683,2026-04-13,Dinner,Fruit bowl,399,Y
RESIDENT_00075,2026-04-20,Lunch,Salad bowl,219,Y
RESIDENT_00287,2026-04-23,Breakfast,Roti prata,832,N
RESIDENT_01351,2026-05-21,Snack,Oats & berries,401,Y
RESIDENT_01076,2026-04-10,Lunch,Bubble tea,655,N
RESIDENT_00228,2026-05-15,Lunch,Yong tau foo (soup),285,Y
RESIDENT_01348,2026-04-02,Breakfast,Wholegrain cereal,153,Y
RESIDENT_00260,2026-06-05,Snack,Steamed fish & veg,292,Y
RESIDENT_01101,2026-04-07,Snack,Thunder tea rice,174,Y
RESIDENT_01322,2026-05-02,Dinner,Steamed fish & veg,346,Y
RESIDENT_00350,2026-06-06,Breakfast,Chicken rice,508,N
RESIDENT_00338,2026-06-25,Dinner,Fried bee hoon,601,N
RESIDENT_01095,2026-05-21,Breakfast,Oats & berries,266,Y
RESIDENT_01267,2026-05-24,Snack,Yong tau foo (soup),226,Y
RESIDENT_00770,2026-05-09,Lunch,Oats & berries,209,Y
RESIDENT_00846,2026-04-03,Lunch,Bubble tea,583,N
RESIDENT_00018,2026-04-08,Breakfast,Fruit bowl,340,Y
RESIDENT_00695,2026-05-19,Dinner,Thunder tea rice,359,Y
RESIDENT_01219,2026-05-30,Breakfast,Steamed fish & veg,265,Y
RESIDENT_00801,2026-06-24,Lunch,Chicken rice,844,N
RESIDENT_00098,2026-06-11,Snack,Char kway teow,812,N
RESIDENT_00226,2026-06-10,Dinner,Nasi lemak,543,N
RESIDENT_00644,2026-06-06,Lunch,Nasi lemak,663,N
RESIDENT_00943,2026-04-04,Breakfast,Chicken rice,789,N
RESIDENT_00582,2026-04-07,Dinner,Laksa,465,N
RESIDENT_00037,2026-05-25,Snack,Chicken rice,554,N
RESIDENT_00224,2026-06-06,Snack,Bubble tea,642,N
RESIDENT_00541,2026-04-02,Snack,Roti prata,826,N
RESIDENT_00134,2026-06-21,Dinner,Roti prata,812,N
RESIDENT_00166,2026-05-29,Lunch,Bubble tea,790,N
RESIDENT_01342,2026-04-02,Dinner,Steamed fish & veg,355,Y
RESIDENT_00541,2026-04-12,Dinner,Oats & berries,347,Y
RESIDENT_00603,2026-04-20,Lunch,Fried bee hoon,764,N
RESIDENT_01480,2026-05-26,Snack,Salad bowl,162,Y
RESIDENT_00322,2026-04-10,Dinner,Salad bowl,157,Y
RESIDENT_01220,2026-06-29,Lunch,Roti prata,773,N
RESIDENT_00474,2026-06-26,Breakfast,Char kway teow,569,N
RESIDENT_00525,2026-04-08,Breakfast,Oats & berries,216,Y
RESIDENT_01069,2026-04-27,Snack,Chicken rice,644,N
RESIDENT_00210,2026-06-02,Dinner,Yong tau foo (soup),314,Y
RESIDENT_00335,2026-04-14,Lunch,Bubble tea,594,N
RESIDENT_00793,2026-06-12,Breakfast,Fruit bowl,387,Y
RESIDENT_00778,2026-06-17,Lunch,Salad bowl,418,Y
RESIDENT_00003,2026-06-29,Snack,Nasi lemak,532,N
RESIDENT_01436,2026-05-05,Breakfast,Char kway teow,723,N
RESIDENT_01039,2026-05-24,Dinner,Nasi lemak,544,N
RESIDENT_01328,2026-05-15,Lunch,Char kway teow,722,N
RESIDENT_01366,2026-04-02,Dinner,Oats & berries,213,Y
RESIDENT_00959,2026-04-02,Dinner,Oats & berries,351,Y
RESIDENT_00309,2026-04-19,Dinner,Salad bowl,286,Y
RESIDENT_01057,2026-04-09,Breakfast,Steamed fish & veg,377,Y
RESIDENT_00795,2026-05-29,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00043,2026-04-10,Breakfast,Yong tau foo (soup),208,Y
RESIDENT_00695,2026-05-25,Breakfast,Nasi lemak,707,N
RESIDENT_01367,2026-04-14,Lunch,Wholegrain cereal,214,Y
RESIDENT_00570,2026-04-15,Snack,Kopi-O (no sugar),5,Y
RESIDENT_01102,2026-06-19,Lunch,Steamed fish & veg,176,Y
RESIDENT_00338,2026-04-23,Lunch,Salad bowl,171,Y
RESIDENT_00870,2026-04-28,Snack,Steamed fish & veg,262,Y
RESIDENT_00788,2026-04-24,Dinner,Steamed fish & veg,353,Y
RESIDENT_00008,2026-06-12,Dinner,Char kway teow,489,N
RESIDENT_01412,2026-04-27,Snack,Chicken rice,734,N
RESIDENT_01342,2026-04-30,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00322,2026-04-13,Lunch,Oats & berries,249,Y
RESIDENT_00773,2026-04-07,Breakfast,Thunder tea rice,231,Y
RESIDENT_00903,2026-05-19,Snack,Wholegrain cereal,147,Y
RESIDENT_00205,2026-04-21,Snack,Char kway teow,520,N
RESIDENT_01175,2026-04-06,Dinner,Yong tau foo (soup),283,Y
RESIDENT_01308,2026-04-03,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00750,2026-06-13,Snack,Wholegrain cereal,232,Y
RESIDENT_00164,2026-04-12,Dinner,Char kway teow,542,N
RESIDENT_00575,2026-06-15,Dinner,Thunder tea rice,335,Y
RESIDENT_00771,2026-05-22,Breakfast,Fruit bowl,368,Y
RESIDENT_01038,2026-06-09,Lunch,Laksa,766,N
RESIDENT_00221,2026-05-05,Lunch,Thunder tea rice,123,Y
RESIDENT_00959,2026-04-08,Lunch,Fruit bowl,261,Y
RESIDENT_01320,2026-05-26,Lunch,Fried bee hoon,548,N
RESIDENT_00853,2026-05-10,Dinner,Fruit bowl,406,Y
RESIDENT_01195,2026-05-02,Snack,Chicken rice,550,N
RESIDENT_00110,2026-06-08,Lunch,Bubble tea,629,N
RESIDENT_00614,2026-05-25,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00122,2026-05-01,Breakfast,Salad bowl,370,Y
RESIDENT_00688,2026-05-19,Lunch,Char kway teow,519,N
RESIDENT_00123,2026-05-08,Breakfast,Roti prata,824,N
RESIDENT_01500,2026-06-02,Lunch,Yong tau foo (soup),219,Y
RESIDENT_01356,2026-06-30,Snack,Laksa,601,N
RESIDENT_01091,2026-05-10,Dinner,Yong tau foo (soup),334,Y
RESIDENT_00827,2026-04-20,Snack,Fruit bowl,394,Y
RESIDENT_00399,2026-06-09,Breakfast,Char kway teow,661,N
RESIDENT_01032,2026-05-29,Snack,Fruit bowl,124,Y
RESIDENT_00056,2026-05-01,Lunch,Fried bee hoon,749,N
RESIDENT_00505,2026-04-28,Breakfast,Yong tau foo (soup),197,Y
RESIDENT_00056,2026-04-26,Dinner,Salad bowl,184,Y
RESIDENT_00245,2026-05-01,Dinner,Char kway teow,462,N
RESIDENT_00948,2026-04-02,Snack,Salad bowl,249,Y
RESIDENT_00265,2026-06-03,Snack,Salad bowl,222,Y
RESIDENT_01329,2026-04-03,Breakfast,Bubble tea,540,N
RESIDENT_00374,2026-04-20,Snack,Steamed fish & veg,222,Y
RESIDENT_01429,2026-05-16,Breakfast,Fried bee hoon,754,N
RESIDENT_01118,2026-04-03,Snack,Thunder tea rice,200,Y
RESIDENT_00015,2026-05-10,Lunch,Nasi lemak,720,N
RESIDENT_00106,2026-04-10,Breakfast,Fruit bowl,123,Y
RESIDENT_00137,2026-06-21,Snack,Oats & berries,284,Y
RESIDENT_01208,2026-06-29,Dinner,Chicken rice,476,N
RESIDENT_00877,2026-05-08,Breakfast,Laksa,749,N
RESIDENT_00822,2026-04-06,Snack,Yong tau foo (soup),157,Y
RESIDENT_00337,2026-05-22,Snack,Wholegrain cereal,285,Y
RESIDENT_00312,2026-06-15,Snack,Fruit bowl,193,Y
RESIDENT_00652,2026-06-29,Lunch,Fruit bowl,175,Y
RESIDENT_00478,2026-04-15,Lunch,Fruit bowl,158,Y
RESIDENT_01306,2026-06-22,Snack,Yong tau foo (soup),360,Y
RESIDENT_00078,2026-05-05,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00024,2026-05-08,Dinner,Oats & berries,407,Y
RESIDENT_00780,2026-05-19,Lunch,Wholegrain cereal,120,Y
RESIDENT_01248,2026-06-06,Snack,Oats & berries,315,Y
RESIDENT_01453,2026-05-27,Lunch,Char kway teow,814,N
RESIDENT_01047,2026-05-02,Dinner,Thunder tea rice,286,Y
RESIDENT_00980,2026-05-28,Lunch,Chicken rice,646,N
RESIDENT_00136,2026-06-16,Snack,Chicken rice,729,N
RESIDENT_00163,2026-04-09,Breakfast,Laksa,519,N
RESIDENT_00675,2026-04-06,Snack,Oats & berries,297,Y
RESIDENT_00693,2026-04-09,Lunch,Oats & berries,397,Y
RESIDENT_01330,2026-04-25,Snack,Nasi lemak,585,N
RESIDENT_00048,2026-05-04,Dinner,Nasi lemak,786,N
RESIDENT_00708,2026-05-23,Snack,Chicken rice,696,N
RESIDENT_00652,2026-06-07,Snack,Thunder tea rice,128,Y
RESIDENT_01052,2026-04-20,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01213,2026-06-09,Snack,Bubble tea,813,N
RESIDENT_01339,2026-04-18,Lunch,Wholegrain cereal,319,Y
RESIDENT_00274,2026-04-19,Dinner,Oats & berries,379,Y
RESIDENT_00774,2026-06-04,Breakfast,Thunder tea rice,182,Y
RESIDENT_01235,2026-05-03,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00445,2026-06-28,Breakfast,Char kway teow,529,N
RESIDENT_01166,2026-06-24,Dinner,Thunder tea rice,278,Y
RESIDENT_00020,2026-05-12,Breakfast,Wholegrain cereal,190,Y
RESIDENT_00252,2026-05-05,Snack,Steamed fish & veg,164,Y
RESIDENT_01425,2026-04-16,Breakfast,Char kway teow,796,N
RESIDENT_00510,2026-06-23,Lunch,Steamed fish & veg,336,Y
RESIDENT_00505,2026-04-13,Lunch,Fruit bowl,179,Y
RESIDENT_00090,2026-06-08,Lunch,Roti prata,488,N
RESIDENT_01131,2026-04-06,Lunch,Thunder tea rice,202,Y
RESIDENT_00125,2026-05-07,Lunch,Wholegrain cereal,300,Y
RESIDENT_00225,2026-06-22,Lunch,Laksa,651,N
RESIDENT_01237,2026-06-08,Breakfast,Bubble tea,674,N
RESIDENT_00317,2026-04-06,Snack,Roti prata,787,N
RESIDENT_01305,2026-06-24,Lunch,Wholegrain cereal,162,Y
RESIDENT_01131,2026-05-08,Lunch,Fruit bowl,280,Y
