booking_id,resident_id,event_id,event_name,event_type,event_date,region,booked_flag,attended_flag
BKG000575,RESIDENT_00255,EVT007,Weekend Cycling,Community Ride,2026-06-20,Central,Y,Y
BKG000627,RESIDENT_00274,EVT005,Sundays@thePark,Community Walk,2026-05-08,East,Y,N
BKG001035,RESIDENT_00438,EVT010,Nutrition Talk,Talk,2026-04-06,East,Y,Y
BKG002762,RESIDENT_01121,EVT008,Strength & Mobility,Workout Class,2026-05-05,Central,Y,Y
BKG002422,RESIDENT_00966,EVT008,Strength & Mobility,Workout Class,2026-06-03,East,Y,N
BKG001942,RESIDENT_00794,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-04,North,Y,Y
BKG000291,RESIDENT_00136,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-29,Central,Y,N
BKG003154,RESIDENT_01276,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-16,West,Y,Y
BKG003075,RESIDENT_01251,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-16,North,Y,N
BKG001693,RESIDENT_00693,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-09,Central,Y,Y
BKG003117,RESIDENT_01263,EVT005,Sundays@thePark,Community Walk,2026-04-18,North,Y,N
BKG001611,RESIDENT_00660,EVT005,Sundays@thePark,Community Walk,2026-05-04,North,Y,Y
BKG001589,RESIDENT_00652,EVT002,HIIT @ CC,Workout Class,2026-06-04,Central,Y,Y
BKG001990,RESIDENT_00809,EVT006,Aqua Aerobics,Workout Class,2026-05-14,West,Y,N
BKG001583,RESIDENT_00647,EVT005,Sundays@thePark,Community Walk,2026-04-14,North-East,Y,Y
BKG003271,RESIDENT_01323,EVT007,Weekend Cycling,Community Ride,2026-04-24,North-East,Y,Y
BKG001180,RESIDENT_00493,EVT010,Nutrition Talk,Talk,2026-06-26,North,Y,Y
BKG001120,RESIDENT_00466,EVT008,Strength & Mobility,Workout Class,2026-05-19,North-East,Y,Y
BKG002640,RESIDENT_01070,EVT007,Weekend Cycling,Community Ride,2026-06-18,North,Y,Y
BKG000204,RESIDENT_00093,EVT004,Brisk Walk @ Park,Community Walk,2026-04-10,North-East,Y,N
BKG002079,RESIDENT_00840,EVT004,Brisk Walk @ Park,Community Walk,2026-04-18,East,Y,N
BKG001854,RESIDENT_00761,EVT005,Sundays@thePark,Community Walk,2026-06-08,West,Y,Y
BKG000003,RESIDENT_00001,EVT010,Nutrition Talk,Talk,2026-04-07,Central,Y,Y
BKG001921,RESIDENT_00788,EVT002,HIIT @ CC,Workout Class,2026-06-08,West,Y,Y
BKG002065,RESIDENT_00837,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-24,North,Y,Y
BKG000598,RESIDENT_00264,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-10,East,Y,Y
BKG001558,RESIDENT_00637,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-01,West,Y,Y
BKG001163,RESIDENT_00485,EVT010,Nutrition Talk,Talk,2026-06-08,East,Y,Y
BKG002214,RESIDENT_00887,EVT003,Zumba Fiesta,Workout Class,2026-06-13,North-East,Y,Y
BKG000160,RESIDENT_00076,EVT010,Nutrition Talk,Talk,2026-04-24,Central,Y,Y
BKG003215,RESIDENT_01300,EVT008,Strength & Mobility,Workout Class,2026-04-19,East,Y,Y
BKG002946,RESIDENT_01194,EVT007,Weekend Cycling,Community Ride,2026-04-06,East,Y,Y
BKG000533,RESIDENT_00237,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-19,North-East,Y,N
BKG000340,RESIDENT_00156,EVT004,Brisk Walk @ Park,Community Walk,2026-05-19,Central,Y,Y
BKG000912,RESIDENT_00386,EVT006,Aqua Aerobics,Workout Class,2026-05-07,North,Y,Y
BKG002146,RESIDENT_00866,EVT005,Sundays@thePark,Community Walk,2026-04-19,Central,Y,Y
BKG002635,RESIDENT_01067,EVT007,Weekend Cycling,Community Ride,2026-05-08,North,Y,Y
BKG000823,RESIDENT_00352,EVT005,Sundays@thePark,Community Walk,2026-04-30,North,Y,N
BKG002170,RESIDENT_00874,EVT008,Strength & Mobility,Workout Class,2026-05-30,North,Y,N
BKG001590,RESIDENT_00653,EVT008,Strength & Mobility,Workout Class,2026-05-05,East,Y,N
BKG002848,RESIDENT_01154,EVT010,Nutrition Talk,Talk,2026-06-12,Central,Y,N
BKG002178,RESIDENT_00876,EVT002,HIIT @ CC,Workout Class,2026-06-21,Central,Y,Y
BKG000767,RESIDENT_00328,EVT007,Weekend Cycling,Community Ride,2026-05-07,West,Y,Y
BKG001300,RESIDENT_00539,EVT007,Weekend Cycling,Community Ride,2026-04-08,Central,Y,Y
BKG000103,RESIDENT_00045,EVT009,Health Screening Drive,Screening,2026-06-15,North,Y,Y
BKG001939,RESIDENT_00794,EVT005,Sundays@thePark,Community Walk,2026-06-03,North,Y,Y
BKG001125,RESIDENT_00467,EVT005,Sundays@thePark,Community Walk,2026-05-26,West,Y,Y
BKG000060,RESIDENT_00024,EVT009,Health Screening Drive,Screening,2026-05-27,East,Y,N
BKG002398,RESIDENT_00957,EVT005,Sundays@thePark,Community Walk,2026-05-09,Central,Y,Y
BKG003255,RESIDENT_01314,EVT002,HIIT @ CC,Workout Class,2026-05-24,West,Y,Y
BKG000296,RESIDENT_00138,EVT008,Strength & Mobility,Workout Class,2026-06-30,North-East,Y,Y
BKG000981,RESIDENT_00413,EVT009,Health Screening Drive,Screening,2026-06-02,North-East,Y,Y
BKG000267,RESIDENT_00122,EVT005,Sundays@thePark,Community Walk,2026-06-05,North,Y,Y
BKG002266,RESIDENT_00915,EVT004,Brisk Walk @ Park,Community Walk,2026-05-06,North,Y,Y
BKG003191,RESIDENT_01289,EVT010,Nutrition Talk,Talk,2026-05-12,North-East,Y,Y
BKG000931,RESIDENT_00391,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-29,North-East,Y,N
BKG000797,RESIDENT_00341,EVT008,Strength & Mobility,Workout Class,2026-06-27,North-East,Y,Y
BKG001041,RESIDENT_00439,EVT004,Brisk Walk @ Park,Community Walk,2026-06-03,East,Y,Y
BKG000353,RESIDENT_00161,EVT007,Weekend Cycling,Community Ride,2026-04-20,North-East,Y,N
BKG002652,RESIDENT_01076,EVT005,Sundays@thePark,Community Walk,2026-06-28,Central,Y,N
BKG001881,RESIDENT_00774,EVT006,Aqua Aerobics,Workout Class,2026-05-25,North,Y,Y
BKG001048,RESIDENT_00441,EVT005,Sundays@thePark,Community Walk,2026-05-28,East,Y,Y
BKG000369,RESIDENT_00167,EVT004,Brisk Walk @ Park,Community Walk,2026-04-27,North-East,Y,Y
BKG001515,RESIDENT_00614,EVT002,HIIT @ CC,Workout Class,2026-04-13,North,Y,Y
BKG001995,RESIDENT_00811,EVT002,HIIT @ CC,Workout Class,2026-06-13,East,Y,N
BKG003499,RESIDENT_01427,EVT003,Zumba Fiesta,Workout Class,2026-05-22,Central,Y,N
BKG003325,RESIDENT_01350,EVT005,Sundays@thePark,Community Walk,2026-04-02,East,Y,Y
BKG003048,RESIDENT_01240,EVT009,Health Screening Drive,Screening,2026-06-29,North,Y,N
BKG002769,RESIDENT_01124,EVT008,Strength & Mobility,Workout Class,2026-05-27,North-East,Y,Y
BKG002181,RESIDENT_00876,EVT010,Nutrition Talk,Talk,2026-04-11,North-East,Y,Y
BKG001922,RESIDENT_00788,EVT004,Brisk Walk @ Park,Community Walk,2026-06-24,West,Y,Y
BKG000631,RESIDENT_00275,EVT009,Health Screening Drive,Screening,2026-04-19,East,Y,Y
BKG000892,RESIDENT_00379,EVT005,Sundays@thePark,Community Walk,2026-05-10,Central,Y,Y
BKG001701,RESIDENT_00699,EVT008,Strength & Mobility,Workout Class,2026-04-05,Central,Y,N
BKG000330,RESIDENT_00151,EVT003,Zumba Fiesta,Workout Class,2026-06-04,Central,Y,Y
BKG002465,RESIDENT_00983,EVT010,Nutrition Talk,Talk,2026-05-29,East,Y,Y
BKG003273,RESIDENT_01324,EVT009,Health Screening Drive,Screening,2026-06-25,Central,Y,Y
BKG002999,RESIDENT_01215,EVT008,Strength & Mobility,Workout Class,2026-04-29,East,Y,Y
BKG002401,RESIDENT_00958,EVT010,Nutrition Talk,Talk,2026-05-08,North,Y,N
BKG001173,RESIDENT_00491,EVT008,Strength & Mobility,Workout Class,2026-05-08,North,Y,Y
BKG001727,RESIDENT_00708,EVT004,Brisk Walk @ Park,Community Walk,2026-05-21,North-East,Y,Y
BKG003278,RESIDENT_01326,EVT004,Brisk Walk @ Park,Community Walk,2026-05-30,Central,Y,Y
BKG001262,RESIDENT_00526,EVT005,Sundays@thePark,Community Walk,2026-06-22,North-East,Y,Y
BKG000604,RESIDENT_00265,EVT007,Weekend Cycling,Community Ride,2026-06-02,North-East,Y,Y
BKG000717,RESIDENT_00309,EVT005,Sundays@thePark,Community Walk,2026-06-01,Central,Y,Y
BKG002060,RESIDENT_00836,EVT006,Aqua Aerobics,Workout Class,2026-06-02,East,Y,Y
BKG003285,RESIDENT_01329,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-17,Central,Y,Y
BKG001459,RESIDENT_00589,EVT005,Sundays@thePark,Community Walk,2026-04-08,North,Y,Y
BKG000685,RESIDENT_00292,EVT009,Health Screening Drive,Screening,2026-06-10,North,Y,Y
BKG001887,RESIDENT_00775,EVT002,HIIT @ CC,Workout Class,2026-04-20,East,Y,Y
BKG001505,RESIDENT_00609,EVT007,Weekend Cycling,Community Ride,2026-04-01,North,Y,N
BKG000384,RESIDENT_00175,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-11,West,Y,Y
BKG003230,RESIDENT_01306,EVT009,Health Screening Drive,Screening,2026-04-04,Central,Y,N
BKG003473,RESIDENT_01416,EVT005,Sundays@thePark,Community Walk,2026-05-03,Central,Y,Y
BKG003363,RESIDENT_01365,EVT008,Strength & Mobility,Workout Class,2026-05-29,North-East,Y,Y
BKG002947,RESIDENT_01195,EVT007,Weekend Cycling,Community Ride,2026-05-09,North,Y,Y
BKG003054,RESIDENT_01244,EVT010,Nutrition Talk,Talk,2026-06-19,Central,Y,Y
BKG002145,RESIDENT_00866,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-28,North-East,Y,Y
BKG002776,RESIDENT_01127,EVT009,Health Screening Drive,Screening,2026-05-11,East,Y,Y
BKG000228,RESIDENT_00102,EVT009,Health Screening Drive,Screening,2026-05-11,North-East,Y,Y
BKG001150,RESIDENT_00478,EVT006,Aqua Aerobics,Workout Class,2026-06-26,North-East,Y,Y
BKG000978,RESIDENT_00411,EVT007,Weekend Cycling,Community Ride,2026-05-06,North-East,Y,Y
BKG003270,RESIDENT_01323,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-22,North-East,Y,Y
BKG002387,RESIDENT_00954,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-09,Central,Y,Y
BKG003448,RESIDENT_01401,EVT010,Nutrition Talk,Talk,2026-05-29,North-East,Y,Y
BKG001657,RESIDENT_00677,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-01,North-East,Y,Y
BKG002742,RESIDENT_01113,EVT007,Weekend Cycling,Community Ride,2026-04-06,North,Y,N
BKG000224,RESIDENT_00100,EVT006,Aqua Aerobics,Workout Class,2026-04-10,North,Y,Y
BKG000226,RESIDENT_00101,EVT007,Weekend Cycling,Community Ride,2026-05-30,North-East,Y,Y
BKG000219,RESIDENT_00100,EVT002,HIIT @ CC,Workout Class,2026-04-11,North-East,Y,Y
BKG001322,RESIDENT_00547,EVT006,Aqua Aerobics,Workout Class,2026-05-28,Central,Y,N
BKG003460,RESIDENT_01409,EVT004,Brisk Walk @ Park,Community Walk,2026-06-20,North,Y,Y
BKG002061,RESIDENT_00836,EVT005,Sundays@thePark,Community Walk,2026-04-30,East,Y,Y
BKG001427,RESIDENT_00580,EVT006,Aqua Aerobics,Workout Class,2026-06-25,Central,Y,Y
BKG000366,RESIDENT_00166,EVT006,Aqua Aerobics,Workout Class,2026-05-27,West,Y,Y
BKG001423,RESIDENT_00579,EVT005,Sundays@thePark,Community Walk,2026-05-31,North-East,Y,Y
BKG001196,RESIDENT_00499,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-25,North-East,Y,Y
BKG001289,RESIDENT_00535,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-25,Central,Y,N
BKG000378,RESIDENT_00172,EVT002,HIIT @ CC,Workout Class,2026-06-08,Central,Y,Y
BKG002283,RESIDENT_00923,EVT004,Brisk Walk @ Park,Community Walk,2026-06-26,West,Y,Y
BKG003540,RESIDENT_01448,EVT003,Zumba Fiesta,Workout Class,2026-05-14,North-East,Y,N
BKG003550,RESIDENT_01452,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-18,West,Y,Y
BKG000984,RESIDENT_00413,EVT005,Sundays@thePark,Community Walk,2026-04-28,North-East,Y,Y
BKG001169,RESIDENT_00486,EVT003,Zumba Fiesta,Workout Class,2026-06-26,North-East,Y,N
BKG000287,RESIDENT_00133,EVT003,Zumba Fiesta,Workout Class,2026-05-27,North,Y,Y
BKG000281,RESIDENT_00130,EVT009,Health Screening Drive,Screening,2026-05-18,West,Y,Y
BKG002482,RESIDENT_00989,EVT007,Weekend Cycling,Community Ride,2026-04-15,Central,Y,Y
BKG001676,RESIDENT_00684,EVT009,Health Screening Drive,Screening,2026-06-30,East,Y,Y
BKG002323,RESIDENT_00933,EVT008,Strength & Mobility,Workout Class,2026-06-27,Central,Y,Y
BKG001874,RESIDENT_00773,EVT010,Nutrition Talk,Talk,2026-04-16,Central,Y,Y
BKG002331,RESIDENT_00935,EVT006,Aqua Aerobics,Workout Class,2026-04-15,East,Y,Y
BKG000413,RESIDENT_00191,EVT010,Nutrition Talk,Talk,2026-04-07,North-East,Y,Y
BKG003402,RESIDENT_01380,EVT005,Sundays@thePark,Community Walk,2026-05-20,West,Y,Y
BKG003487,RESIDENT_01423,EVT002,HIIT @ CC,Workout Class,2026-04-12,Central,Y,Y
BKG001018,RESIDENT_00426,EVT008,Strength & Mobility,Workout Class,2026-04-02,Central,Y,N
BKG000069,RESIDENT_00025,EVT003,Zumba Fiesta,Workout Class,2026-04-02,West,Y,Y
BKG001244,RESIDENT_00519,EVT010,Nutrition Talk,Talk,2026-04-17,East,Y,Y
BKG001208,RESIDENT_00502,EVT007,Weekend Cycling,Community Ride,2026-05-25,West,Y,Y
BKG002319,RESIDENT_00931,EVT003,Zumba Fiesta,Workout Class,2026-05-22,Central,Y,N
BKG000796,RESIDENT_00341,EVT007,Weekend Cycling,Community Ride,2026-06-26,North-East,Y,Y
BKG000009,RESIDENT_00003,EVT004,Brisk Walk @ Park,Community Walk,2026-05-30,Central,Y,N
BKG003201,RESIDENT_01292,EVT006,Aqua Aerobics,Workout Class,2026-04-30,West,Y,Y
BKG002466,RESIDENT_00985,EVT005,Sundays@thePark,Community Walk,2026-05-15,Central,Y,N
BKG003029,RESIDENT_01227,EVT007,Weekend Cycling,Community Ride,2026-06-10,North-East,Y,Y
BKG000658,RESIDENT_00283,EVT009,Health Screening Drive,Screening,2026-05-30,North,Y,N
BKG002972,RESIDENT_01204,EVT009,Health Screening Drive,Screening,2026-04-12,North,Y,Y
BKG001789,RESIDENT_00739,EVT003,Zumba Fiesta,Workout Class,2026-06-24,North-East,Y,Y
BKG000383,RESIDENT_00175,EVT010,Nutrition Talk,Talk,2026-06-14,West,Y,N
BKG001084,RESIDENT_00452,EVT005,Sundays@thePark,Community Walk,2026-06-23,North-East,Y,Y
BKG001893,RESIDENT_00777,EVT002,HIIT @ CC,Workout Class,2026-06-04,Central,Y,Y
BKG000439,RESIDENT_00199,EVT004,Brisk Walk @ Park,Community Walk,2026-05-11,North,Y,Y
BKG001358,RESIDENT_00559,EVT008,Strength & Mobility,Workout Class,2026-06-22,West,Y,Y
BKG001896,RESIDENT_00778,EVT002,HIIT @ CC,Workout Class,2026-05-29,North,Y,Y
BKG000150,RESIDENT_00071,EVT007,Weekend Cycling,Community Ride,2026-05-08,Central,Y,Y
BKG001908,RESIDENT_00782,EVT007,Weekend Cycling,Community Ride,2026-06-29,West,Y,Y
BKG001603,RESIDENT_00659,EVT005,Sundays@thePark,Community Walk,2026-04-27,West,Y,Y
BKG002167,RESIDENT_00871,EVT005,Sundays@thePark,Community Walk,2026-05-14,West,Y,Y
BKG002371,RESIDENT_00950,EVT004,Brisk Walk @ Park,Community Walk,2026-05-14,Central,Y,Y
BKG002979,RESIDENT_01205,EVT002,HIIT @ CC,Workout Class,2026-04-17,East,Y,Y
BKG001705,RESIDENT_00700,EVT005,Sundays@thePark,Community Walk,2026-06-16,North,Y,Y
BKG001059,RESIDENT_00444,EVT002,HIIT @ CC,Workout Class,2026-04-06,North,Y,Y
BKG000477,RESIDENT_00212,EVT006,Aqua Aerobics,Workout Class,2026-04-10,East,Y,Y
BKG001738,RESIDENT_00713,EVT003,Zumba Fiesta,Workout Class,2026-05-05,West,Y,N
BKG000521,RESIDENT_00233,EVT006,Aqua Aerobics,Workout Class,2026-06-11,Central,Y,Y
BKG003444,RESIDENT_01399,EVT002,HIIT @ CC,Workout Class,2026-04-10,West,Y,N
BKG002722,RESIDENT_01107,EVT007,Weekend Cycling,Community Ride,2026-05-29,Central,Y,Y
BKG001030,RESIDENT_00435,EVT007,Weekend Cycling,Community Ride,2026-04-10,North,Y,N
BKG003479,RESIDENT_01418,EVT007,Weekend Cycling,Community Ride,2026-05-07,Central,Y,Y
BKG003291,RESIDENT_01332,EVT008,Strength & Mobility,Workout Class,2026-05-20,Central,Y,Y
BKG000664,RESIDENT_00284,EVT003,Zumba Fiesta,Workout Class,2026-06-21,North-East,Y,Y
BKG003497,RESIDENT_01426,EVT002,HIIT @ CC,Workout Class,2026-06-12,Central,Y,Y
BKG000518,RESIDENT_00232,EVT004,Brisk Walk @ Park,Community Walk,2026-04-25,West,Y,Y
BKG000979,RESIDENT_00411,EVT008,Strength & Mobility,Workout Class,2026-04-16,North-East,Y,Y
BKG001053,RESIDENT_00443,EVT007,Weekend Cycling,Community Ride,2026-05-14,East,Y,N
BKG001016,RESIDENT_00426,EVT003,Zumba Fiesta,Workout Class,2026-05-23,North,Y,Y
BKG000315,RESIDENT_00149,EVT006,Aqua Aerobics,Workout Class,2026-04-20,Central,Y,N
BKG000235,RESIDENT_00105,EVT008,Strength & Mobility,Workout Class,2026-04-09,North,Y,Y
BKG002853,RESIDENT_01155,EVT003,Zumba Fiesta,Workout Class,2026-06-06,West,Y,Y
BKG002013,RESIDENT_00817,EVT007,Weekend Cycling,Community Ride,2026-04-24,West,Y,N
BKG003597,RESIDENT_01480,EVT010,Nutrition Talk,Talk,2026-06-26,Central,Y,Y
BKG000209,RESIDENT_00094,EVT003,Zumba Fiesta,Workout Class,2026-04-27,East,Y,Y
BKG001614,RESIDENT_00662,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-30,North-East,Y,Y
BKG001081,RESIDENT_00451,EVT004,Brisk Walk @ Park,Community Walk,2026-06-13,North,Y,N
BKG001461,RESIDENT_00590,EVT007,Weekend Cycling,Community Ride,2026-06-19,Central,Y,Y
BKG000854,RESIDENT_00365,EVT003,Zumba Fiesta,Workout Class,2026-04-29,West,Y,N
BKG000107,RESIDENT_00048,EVT002,HIIT @ CC,Workout Class,2026-05-01,East,Y,Y
BKG000739,RESIDENT_00315,EVT006,Aqua Aerobics,Workout Class,2026-05-04,Central,Y,Y
BKG000498,RESIDENT_00225,EVT005,Sundays@thePark,Community Walk,2026-05-17,Central,Y,Y
BKG003281,RESIDENT_01328,EVT006,Aqua Aerobics,Workout Class,2026-05-13,North,Y,Y
BKG003214,RESIDENT_01300,EVT008,Strength & Mobility,Workout Class,2026-04-23,East,Y,Y
BKG000722,RESIDENT_00309,EVT007,Weekend Cycling,Community Ride,2026-05-24,Central,Y,Y
BKG001862,RESIDENT_00768,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-03,Central,Y,Y
BKG002869,RESIDENT_01158,EVT004,Brisk Walk @ Park,Community Walk,2026-05-16,Central,Y,Y
BKG003315,RESIDENT_01341,EVT005,Sundays@thePark,Community Walk,2026-05-17,North-East,Y,Y
BKG002783,RESIDENT_01128,EVT004,Brisk Walk @ Park,Community Walk,2026-06-12,North-East,Y,N
BKG003380,RESIDENT_01372,EVT010,Nutrition Talk,Talk,2026-05-22,North,Y,Y
BKG001889,RESIDENT_00775,EVT010,Nutrition Talk,Talk,2026-04-17,East,Y,Y
BKG003055,RESIDENT_01244,EVT005,Sundays@thePark,Community Walk,2026-04-06,Central,Y,Y
BKG003044,RESIDENT_01235,EVT010,Nutrition Talk,Talk,2026-05-22,Central,Y,N
BKG001373,RESIDENT_00566,EVT008,Strength & Mobility,Workout Class,2026-05-07,North-East,Y,Y
BKG002907,RESIDENT_01175,EVT010,Nutrition Talk,Talk,2026-04-12,North-East,Y,Y
BKG001055,RESIDENT_00444,EVT004,Brisk Walk @ Park,Community Walk,2026-05-11,North,Y,Y
BKG000522,RESIDENT_00233,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-10,Central,Y,Y
BKG001537,RESIDENT_00626,EVT008,Strength & Mobility,Workout Class,2026-04-06,West,Y,N
BKG001185,RESIDENT_00494,EVT005,Sundays@thePark,Community Walk,2026-06-12,North-East,Y,Y
BKG003091,RESIDENT_01255,EVT009,Health Screening Drive,Screening,2026-04-06,Central,Y,Y
BKG002866,RESIDENT_01158,EVT002,HIIT @ CC,Workout Class,2026-05-18,North,Y,Y
BKG003002,RESIDENT_01216,EVT010,Nutrition Talk,Talk,2026-06-05,Central,Y,Y
BKG002632,RESIDENT_01065,EVT007,Weekend Cycling,Community Ride,2026-05-12,North,Y,Y
BKG000194,RESIDENT_00090,EVT009,Health Screening Drive,Screening,2026-04-24,West,Y,Y
BKG002692,RESIDENT_01095,EVT002,HIIT @ CC,Workout Class,2026-05-23,North,Y,Y
BKG001662,RESIDENT_00678,EVT006,Aqua Aerobics,Workout Class,2026-04-12,West,Y,Y
BKG003574,RESIDENT_01468,EVT007,Weekend Cycling,Community Ride,2026-04-23,Central,Y,N
BKG003302,RESIDENT_01337,EVT004,Brisk Walk @ Park,Community Walk,2026-06-24,North,Y,N
BKG001757,RESIDENT_00725,EVT003,Zumba Fiesta,Workout Class,2026-05-31,Central,Y,N
BKG001740,RESIDENT_00715,EVT009,Health Screening Drive,Screening,2026-04-17,North,Y,N
BKG002628,RESIDENT_01059,EVT010,Nutrition Talk,Talk,2026-06-29,East,Y,Y
BKG000828,RESIDENT_00355,EVT004,Brisk Walk @ Park,Community Walk,2026-05-22,West,Y,Y
BKG002035,RESIDENT_00827,EVT007,Weekend Cycling,Community Ride,2026-06-15,East,Y,N
BKG000747,RESIDENT_00320,EVT007,Weekend Cycling,Community Ride,2026-04-29,North,Y,Y
BKG003508,RESIDENT_01432,EVT007,Weekend Cycling,Community Ride,2026-06-20,Central,Y,N
BKG002881,RESIDENT_01164,EVT005,Sundays@thePark,Community Walk,2026-05-07,Central,Y,Y
BKG000230,RESIDENT_00103,EVT007,Weekend Cycling,Community Ride,2026-06-29,East,Y,Y
BKG003280,RESIDENT_01326,EVT003,Zumba Fiesta,Workout Class,2026-06-27,Central,Y,Y
BKG001909,RESIDENT_00782,EVT004,Brisk Walk @ Park,Community Walk,2026-04-27,West,Y,Y
BKG002518,RESIDENT_01015,EVT009,Health Screening Drive,Screening,2026-04-14,East,Y,Y
BKG002114,RESIDENT_00853,EVT009,Health Screening Drive,Screening,2026-06-15,Central,Y,Y
BKG002685,RESIDENT_01093,EVT003,Zumba Fiesta,Workout Class,2026-05-24,West,Y,N
BKG002089,RESIDENT_00845,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-13,North-East,Y,Y
BKG000630,RESIDENT_00275,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-08,North,Y,Y
BKG000190,RESIDENT_00088,EVT008,Strength & Mobility,Workout Class,2026-04-23,East,Y,Y
BKG000110,RESIDENT_00049,EVT005,Sundays@thePark,Community Walk,2026-05-22,North-East,Y,Y
BKG001417,RESIDENT_00578,EVT010,Nutrition Talk,Talk,2026-04-04,Central,Y,Y
BKG002746,RESIDENT_01116,EVT002,HIIT @ CC,Workout Class,2026-05-20,West,Y,Y
BKG002169,RESIDENT_00872,EVT002,HIIT @ CC,Workout Class,2026-05-03,Central,Y,N
BKG003008,RESIDENT_01219,EVT003,Zumba Fiesta,Workout Class,2026-05-16,West,Y,N
BKG002992,RESIDENT_01212,EVT008,Strength & Mobility,Workout Class,2026-04-14,North-East,Y,Y
BKG000451,RESIDENT_00202,EVT002,HIIT @ CC,Workout Class,2026-05-18,Central,Y,Y
BKG002826,RESIDENT_01146,EVT003,Zumba Fiesta,Workout Class,2026-04-11,North,Y,Y
BKG000099,RESIDENT_00045,EVT007,Weekend Cycling,Community Ride,2026-05-31,North-East,Y,Y
BKG001779,RESIDENT_00735,EVT002,HIIT @ CC,Workout Class,2026-04-21,North,Y,N
BKG000707,RESIDENT_00303,EVT006,Aqua Aerobics,Workout Class,2026-04-06,Central,Y,N
BKG001355,RESIDENT_00559,EVT002,HIIT @ CC,Workout Class,2026-04-04,North,Y,N
BKG001544,RESIDENT_00631,EVT010,Nutrition Talk,Talk,2026-04-01,East,Y,Y
BKG001952,RESIDENT_00798,EVT003,Zumba Fiesta,Workout Class,2026-06-11,West,Y,Y
BKG002562,RESIDENT_01034,EVT004,Brisk Walk @ Park,Community Walk,2026-05-29,North,Y,Y
BKG001850,RESIDENT_00758,EVT007,Weekend Cycling,Community Ride,2026-06-29,North-East,Y,Y
BKG000651,RESIDENT_00281,EVT003,Zumba Fiesta,Workout Class,2026-06-09,North,Y,Y
BKG003640,RESIDENT_01500,EVT006,Aqua Aerobics,Workout Class,2026-05-27,Central,Y,Y
BKG002363,RESIDENT_00946,EVT007,Weekend Cycling,Community Ride,2026-04-26,Central,Y,N
BKG000265,RESIDENT_00122,EVT007,Weekend Cycling,Community Ride,2026-06-14,North,Y,Y
BKG001356,RESIDENT_00559,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-02,North,Y,Y
BKG000793,RESIDENT_00339,EVT004,Brisk Walk @ Park,Community Walk,2026-05-08,North,Y,N
BKG002785,RESIDENT_01130,EVT006,Aqua Aerobics,Workout Class,2026-06-29,Central,Y,N
BKG000012,RESIDENT_00005,EVT007,Weekend Cycling,Community Ride,2026-06-02,Central,Y,Y
BKG001829,RESIDENT_00754,EVT005,Sundays@thePark,Community Walk,2026-05-15,Central,Y,Y
BKG003033,RESIDENT_01229,EVT003,Zumba Fiesta,Workout Class,2026-04-04,Central,Y,N
BKG000262,RESIDENT_00120,EVT005,Sundays@thePark,Community Walk,2026-05-07,West,Y,N
BKG000154,RESIDENT_00073,EVT007,Weekend Cycling,Community Ride,2026-04-16,East,Y,Y
BKG001920,RESIDENT_00787,EVT002,HIIT @ CC,Workout Class,2026-05-27,West,Y,Y
BKG001406,RESIDENT_00574,EVT010,Nutrition Talk,Talk,2026-04-12,Central,Y,Y
BKG003313,RESIDENT_01341,EVT004,Brisk Walk @ Park,Community Walk,2026-05-22,North-East,Y,Y
BKG000326,RESIDENT_00151,EVT010,Nutrition Talk,Talk,2026-05-02,North,Y,Y
BKG002906,RESIDENT_01175,EVT008,Strength & Mobility,Workout Class,2026-06-22,North-East,Y,Y
BKG003252,RESIDENT_01313,EVT002,HIIT @ CC,Workout Class,2026-04-11,West,Y,Y
BKG000325,RESIDENT_00150,EVT007,Weekend Cycling,Community Ride,2026-05-07,West,Y,Y
BKG001043,RESIDENT_00440,EVT005,Sundays@thePark,Community Walk,2026-05-14,Central,Y,Y
BKG003125,RESIDENT_01266,EVT007,Weekend Cycling,Community Ride,2026-04-16,North-East,Y,Y
